26106076 | Association | Neoplasms | mic
30252881 | Negative_Correlation | Behcet Syndrome | rs2259571
30252881 | Positive_Correlation | Behcet Syndrome | rs2736182
30252881 | Association | Behcet Syndrome | rs2269475
30252881 | Association | Behcet Syndrome | rs13195276
30252881 | Association | Behcet Syndrome | rs2857597
30252881 | Association | Behcet Syndrome | TNF
30252881 | Association | Behcet Syndrome | HLA-A
30252881 | Association | Behcet Syndrome | AIF1
38790160 | Association | NR5A1 | IL2RB
38790160 | Association | IL34 | NR5A1
38790160 | Association | IL34 | POU1F1
38790160 | Association | NR5A1 | IL20RA
40810650 | Bind | RIPK3 | ZBP1
40810650 | Association | ZBP1 | CASP8
40810650 | Negative_Correlation | ORF6 | CASP8
40810650 | Negative_Correlation | CASP8 | SPECC1
42140163 | Association | Il2rg | Jak3
41972181 | Association | IL17A | CD8A
41972181 | Association | Inflammation | IFNG
41972181 | Association | Soft Tissue Injuries | CD8A
41972181 | Association | IFNG | CD8A
41972181 | Association | Inflammation | IL17A
41972181 | Association | Soft Tissue Injuries | IFNG
41972181 | Association | Soft Tissue Injuries | IL17A
42133438 | Association | Polysaccharides | Sialic Acids
42133438 | Association | Polysaccharides | Neoplasms
42133438 | Association | Sialic Acids | Neoplasms
23235109 | Bind | KLRK1 | ULBP1
23235109 | Bind | KLRK1 | MICB
23235109 | Bind | KLRK1 | ULBP3
23235109 | Bind | RAET1L | KLRK1
23235109 | Association | Infections | KLRK1
23235109 | Bind | MICA | KLRK1
23235109 | Bind | KLRK1 | RAET1G
23235109 | Association | KLRK1 | CD8A
23235109 | Association | KLRK1 | CD4
23235109 | Negative_Correlation | Curcumin | KLRK1
23235109 | Bind | RAET1E | KLRK1
23235109 | Bind | KLRK1 | ULBP2
23235109 | Association | Neoplasms | KLRK1
30069262 | Association | Behcet Syndrome | EGR2
30069262 | Association | Behcet Syndrome | FUT2
30069262 | Association | Behcet Syndrome | ADO
30069262 | Association | Behcet Syndrome | PTPN1
30069262 | Association | Behcet Syndrome | TLR4
30069262 | Association | Inflammation | SUMO4
30069262 | Association | Behcet Syndrome | GIMAP2
30069262 | Association | Inflammation | UBAC2
30069262 | Association | Inflammation | EGR2
30069262 | Association | Behcet Syndrome | NOD1
30069262 | Association | Behcet Syndrome | CCR3
30069262 | Association | Behcet Syndrome | GIMAP1
30069262 | Association | Behcet Syndrome | UBAC2
30069262 | Association | Inflammation | TNFAIP3
30069262 | Association | Inflammation | PTPN1
30069262 | Association | Inflammation | MICA
30069262 | Association | Inflammation | IRF8
30069262 | Association | Inflammation | CCR3
30069262 | Association | Behcet Syndrome | TNFAIP3
30069262 | Association | Inflammation | CEBPB
30069262 | Association | Inflammation | IL23R
30069262 | Association | Behcet Syndrome | HLA-B
30069262 | Association | Behcet Syndrome | MEFV
30069262 | Association | Inflammation | IL12RB2
30069262 | Association | Inflammation | PSORS1C1
30069262 | Association | Inflammation | KLRC4
30069262 | Association | Inflammation | NCOA5
30069262 | Association | Inflammation | FOXP3
30069262 | Association | Behcet Syndrome | IRF8
30069262 | Association | Behcet Syndrome | NOD2
30069262 | Association | Behcet Syndrome | CEBPB
30069262 | Association | Inflammation | ERAP1
30069262 | Association | Inflammation | IL10
30069262 | Association | Behcet Syndrome | FOXP3
30069262 | Association | Behcet Syndrome | HLA-A
30069262 | Association | Behcet Syndrome | IL23R
30069262 | Association | Behcet Syndrome | CNTN5
30069262 | Association | Inflammation | CCR1
30069262 | Association | Behcet Syndrome | KLRC4
30069262 | Association | Inflammation | IL12A
30069262 | Association | Behcet Syndrome | NLRP7
30069262 | Association | Behcet Syndrome | STAT4
30069262 | Association | Behcet Syndrome | CCR1
30069262 | Association | Behcet Syndrome | IL12RB2
30069262 | Association | Inflammation | CNTN5
30069262 | Association | Behcet Syndrome | ERAP1
30069262 | Association | Behcet Syndrome | IL12A
30069262 | Association | Behcet Syndrome | MICA
30069262 | Association | Behcet Syndrome | PSORS1C1
30069262 | Association | Inflammation | TLR4
30069262 | Association | Inflammation | FUT2
30069262 | Association | Behcet Syndrome | IL10
30069262 | Association | Behcet Syndrome | SUMO4
30069262 | Association | Behcet Syndrome | GIMAP4
30069262 | Association | Behcet Syndrome | CIITA
30069262 | Association | Behcet Syndrome | NCOA5
30069262 | Association | Inflammation | STAT4
41559442 | Positive_Correlation | 2 2-dichloroacetyl chloride | CYP2E1
41559442 | Positive_Correlation | 2 2 2-trichloroethanol | CYP2E1
41559442 | Association | 2 2 2-trichloroethanol | CD4
41559442 | Positive_Correlation | Chloral Hydrate | TNF
41559442 | Positive_Correlation | Chloral Hydrate | CYP2E1
41559442 | Positive_Correlation | Trichloroethylene | Drug Hypersensitivity Syndrome
41559442 | Positive_Correlation | Trichloroethylene | Chemical and Drug Induced Liver Injury
41559442 | Positive_Correlation | Trichloroethylene | Lymphatic Diseases
41559442 | Association | 2 2-dichloroacetyl chloride | CD4
41559442 | Positive_Correlation | Trichloroethylene | Skin Diseases
41559442 | Positive_Correlation | 2 2-dichloroacetyl chloride | TNF
41559442 | Association | Drug Hypersensitivity Syndrome | CYP2E1
41559442 | Positive_Correlation | CYP2E1 | TNF
41559442 | Positive_Correlation | Trichloroethylene | Leukocytosis
41559442 | Positive_Correlation | Trichloroethylene | Fever
41559442 | Positive_Correlation | 2 2 2-trichloroethanol | TNF
41559442 | Association | Chloral Hydrate | CD4
42092363 | Association | Neoplasms | PRF1
42092363 | Negative_Correlation | Neoplasms | LAG3
42092363 | Association | Colorectal Neoplasms | CTLA4
42092363 | Negative_Correlation | Neoplasms | TREM2
42092363 | Negative_Correlation | Neoplasms | CTLA4
42092363 | Association | Neoplasms | HNF4A
42092363 | Association | Colorectal Neoplasms | TREM2
41540405 | Association | Lupus Nephritis | CD4
40928249 | Association | RPS6KA2 | RAE1
40928249 | Association | NXF1 | RAE1
42009010 | Association | #7297# | Arthritis Psoriatic
42009010 | Association | Sjogren's Syndrome | p.P1104A
42009010 | Association | HLA-A | HLA-DRB1
42009010 | Association | Mental Disorders | p.P1104A
42009010 | Association | Lupus Erythematosus Systemic | HLA-DRB1
42009010 | Association | #7297# | Multiple Sclerosis
42009010 | Association | Lupus Erythematosus Systemic | HLA-A
42009010 | Association | Lupus Erythematosus Systemic | p.P1104A
42009010 | Association | c.191038032G>A | Sjogren's Syndrome
42009010 | Association | Autoimmune Diseases of the Nervous System | HLA-A
42009010 | Association | Mental Disorders | HLA-DRB1
42009010 | Association | Arthritis Psoriatic | CD4
42009010 | Association | Mental Disorders | HLA-A
42009010 | Association | Neuromyelitis Optica | AQP4
42009010 | Association | Mental Disorders | TYK2
42009010 | Association | HLA-DRB1 | CD4
42009010 | Association | Multiple Sclerosis | p.P1104A
42009010 | Association | Autoimmune Diseases of the Nervous System | HLA-DRB1
42009010 | Association | p.P1104A | Autoimmune Diseases of the Nervous System
42009010 | Association | p.P1104A | Arthritis Psoriatic
42009010 | Association | #7297# | Lupus Erythematosus Systemic
42009010 | Association | Arthritis Psoriatic | HLA-DRB1
42009010 | Association | #7297# | Autoimmune Diseases of the Nervous System
42009010 | Association | Sjogren's Syndrome | TYK2
42009010 | Association | AQP4 | STAT4
42009010 | Association | Arthritis Psoriatic | TYK2
42009010 | Association | HLA-A | TYK2
42009010 | Association | Sjogren's Syndrome | HLA-A
42009010 | Association | Autoimmune Diseases of the Nervous System | TYK2
42009010 | Association | Autoimmune Diseases of the Nervous System | p.P1104A
42009010 | Association | Arthritis Psoriatic | HLA-A
42009010 | Association | Lupus Erythematosus Systemic | CD4
42009010 | Association | Sjogren's Syndrome | rs3821236
42009010 | Association | rs3821236 | Sjogren's Syndrome
42009010 | Association | Mental Disorders | CD4
42009010 | Association | Multiple Sclerosis | HLA-A
42009010 | Association | HLA-C | AQP4
42009010 | Association | p.P1104A | Lupus Erythematosus Systemic
42009010 | Association | Sjogren's Syndrome | rs34536443
42009010 | Association | #7297# | Sjogren's Syndrome
42009010 | Association | Lupus Erythematosus Systemic | TYK2
42009010 | Association | Arthritis Psoriatic | p.P1104A
42009010 | Association | Sjogren's Syndrome | CD4
42009010 | Association | HLA-DRB1 | TYK2
42009010 | Association | p.P1104A | Multiple Sclerosis
42009010 | Association | Multiple Sclerosis | CD4
42009010 | Association | Sjogren's Syndrome | HLA-DRB1
42009010 | Association | Multiple Sclerosis | HLA-DRB1
42009010 | Association | HLA-A | CD4
42009010 | Association | Autoimmune Diseases of the Nervous System | CD4
42009010 | Association | Multiple Sclerosis | TYK2
42009010 | Association | p.P1104A | Sjogren's Syndrome
42009010 | Association | TYK2 | CD4
42009010 | Association | Sjogren's Syndrome | STAT4
40705924 | Negative_Correlation | GIGYF2 | M
40705924 | Positive_Correlation | GIGYF2 | ORF6
40705924 | Association | Infections | ORF1ab
40705924 | Positive_Correlation | GIGYF2 | ORF1ab
42066066 | Association | Leukemia-Lymphoma Adult T-Cell | CD274
42066066 | Association | Leukemia-Lymphoma Adult T-Cell | TRBV20OR9-2
42066066 | Association | mogamulizumab | TP53
42066066 | Association | Zidovudine | TP53
42066066 | Association | Leukemia-Lymphoma Adult T-Cell | NFKB1
42066066 | Association | NFKB1 | TRBV20OR9-2
42066066 | Association | mogamulizumab | CCR4
41822518 | Association | Fatigue Syndrome Chronic | LGALS9
41822518 | Association | Post-Acute COVID-19 Syndrome | LGALS9
41822518 | Association | LGALS9 | HAVCR2
41822518 | Negative_Correlation | Post-Acute COVID-19 Syndrome | CD4
41822518 | Association | Post-Acute COVID-19 Syndrome | HAVCR2
41822518 | Negative_Correlation | Post-Acute COVID-19 Syndrome | CD8A
41822518 | Positive_Correlation | Fatigue Syndrome Chronic | FOXP3
41000818 | Association | NUP98 | RAE1
41000818 | Association | Methionine | NUP98
39075611 | Cotreatment | dolutegravir | Lamivudine
39075611 | Cotreatment | efavirenz | Tenofovir
39075611 | Cotreatment | efavirenz | Lamivudine
39075611 | Cotreatment | Tenofovir | Lamivudine
30177859 | Association | Spondylitis Ankylosing | MICA
30177859 | Association | Spondylitis Ankylosing | KLRK1
30177859 | Association | Arthritis Psoriatic | MICA
30177859 | Association | MICA | KLRK1
41998713 | Association | Phospholipids | TLR9
41998713 | Association | Amides | TLR9
41998713 | Positive_Correlation | CpG dinucleotide | IFNG
41998713 | Association | CpG dinucleotide | 1 2-distearoylphosphatidylethanolamine
42120180 | Association | B2m | Cxcl16
42120180 | Negative_Correlation | B2m | Nfkb1
42120180 | Association | Neoplasms | B2m
42120180 | Association | Neoplasms | Cxcl16
42120180 | Association | Akt1 | B2m
42120180 | Association | Neoplasms | Cd4
42120180 | Association | Cd4 | Nos2
42120180 | Association | Cd4 | Cxcl16
42113451 | Association | Neoplasms | Tet3
42113451 | Positive_Correlation | Tet3 | Ifih1
42113451 | Negative_Correlation | Cd4 | Tet3
42113451 | Association | Melanoma | Tet3
42113451 | Positive_Correlation | Tet3 | Ddx58
42113451 | Negative_Correlation | Tet3 | Stat1
42113451 | Association | Neoplasms | Cd4
40163937 | Positive_Correlation | Arthritis | Ccr6
40163937 | Positive_Correlation | Il17f | Ccr6
40163937 | Association | Spondylitis Ankylosing | Tnf
40163937 | Positive_Correlation | Arthritis | Il17a
40163937 | Positive_Correlation | Tnf | Cd4
40163937 | Association | Il17a | Ccr6
40163937 | Association | Arthritis | Tnf
40163937 | Association | Spondylitis Ankylosing | Il17f
40163937 | Association | Spondylitis Ankylosing | B2m
40163937 | Association | Spondylitis Ankylosing | Cd4
40163937 | Association | Spondylitis Ankylosing | Il17a
7862157 | Association | Leukemia Myeloid | Runx1
7862157 | Association | Leukemia Myeloid Acute | RUNX1
40390705 | Cotreatment | abacavir | dolutegravir
40390705 | Association | Infections | CD4
40390705 | Positive_Correlation | abacavir | CD4
40390705 | Positive_Correlation | dolutegravir | CD4
40390705 | Negative_Correlation | Lamivudine | CD4
40390705 | Cotreatment | dolutegravir | Lamivudine
40390705 | Cotreatment | abacavir | Lamivudine
41984049 | Negative_Correlation | baricitinib | Autoimmune Diseases
41984049 | Negative_Correlation | baricitinib | Inflammation
41984049 | Negative_Correlation | fedratinib | Liver Failure
41984049 | Negative_Correlation | fedratinib | Wounds and Injuries
41984049 | Association | Liver Failure | Jak2
41984049 | Negative_Correlation | fedratinib | Inflammation
41984049 | Negative_Correlation | baricitinib | Wounds and Injuries
41984049 | Association | Cd4 | Jak2
41984049 | Association | Inflammation | Jak2
41984049 | Negative_Correlation | fedratinib | Chemical and Drug Induced Liver Injury
41984049 | Negative_Correlation | baricitinib | Arthritis Rheumatoid
41984049 | Association | H2 | Jak2
41984049 | Negative_Correlation | baricitinib | Jak2
41984049 | Association | Chemical and Drug Induced Liver Injury | Jak2
41984049 | Negative_Correlation | baricitinib | Ly6c1
41984049 | Negative_Correlation | fedratinib | Jak2
41984049 | Negative_Correlation | baricitinib | Chemical and Drug Induced Liver Injury
41984049 | Negative_Correlation | baricitinib | H2
41984049 | Association | Wounds and Injuries | Jak2
41984049 | Negative_Correlation | baricitinib | Liver Failure
37707320 | Association | Urea | ORF6
37707320 | Association | COVID-19 | ORF6
37707320 | Association | Sodium Dodecyl Sulfate | ORF6
37707320 | Association | Lipids | ORF6
18809410 | Association | KLRK1 | MICB
18809410 | Association | KLRK1 | ULBP2
18809410 | Association | Neoplasms | KLRK1
18809410 | Association | Autoimmune Diseases | KLRK1
18809410 | Association | Communicable Diseases | KLRK1
18809410 | Association | MICA | KLRK1
42039429 | Association | HIV Infections | TNFSF10
42039429 | Association | TNFRSF10B | CD4
42039429 | Association | HIV Infections | TNFRSF10B
42051541 | Association | Infections | CD8A
42051541 | Association | HIV Infections | CD8A
29295563 | Association | Neoplasms | KLRK1
29295563 | Association | Neoplasms | MICA
29295563 | Positive_Correlation | MICA | KLRK1
11120804 | Association | Runx1 | Cd4
42107445 | Association | benzoylmesaconine | Pseudoephedrine
42107445 | Association | benzoylmesaconine | Ephedrine
42107445 | Association | asarone | benzoylaconine
42107445 | Association | asarone | Pseudoephedrine
42107445 | Association | Rhinitis Allergic | H2
42107445 | Association | benzoylaconine | Ephedrine
42107445 | Association | benzoylaconine | Pseudoephedrine
42107445 | Association | N-methylephedrine | benzoylmesaconine
42107445 | Association | N-methylephedrine | benzoylaconine
42107445 | Association | Ephedrine | Pseudoephedrine
42107445 | Association | asarone | Ephedrine
42107445 | Positive_Correlation | Rhinitis Allergic | Serpinb1-ps1
42107445 | Association | asarone | N-methylephedrine
42143505 | Association | Inflammation | Ifng
42143505 | Positive_Correlation | Il1b | Cd274
42143505 | Association | Il1b | Il2
42143505 | Positive_Correlation | Il1b | Nt5e
42143505 | Negative_Correlation | Ifng | Il1b
42143505 | Negative_Correlation | Inflammation | Tnf
42143505 | Positive_Correlation | Il1b | Il2ra
42143505 | Positive_Correlation | Csf3 | Il1b
42143505 | Positive_Correlation | Cd44 | Tnf
42143505 | Positive_Correlation | Cd69 | Il1b
42143505 | Association | Il17a | Il1b
42143505 | Association | Inflammation | Il2
42143505 | Positive_Correlation | Cd44 | Il1b
42143505 | Negative_Correlation | Inflammation | Il1b
42143505 | Positive_Correlation | Il1b | Itgam
42143505 | Positive_Correlation | Tnf | Cd274
42143505 | Negative_Correlation | Cd4 | Il1b
42143505 | Positive_Correlation | Tnf | Nt5e
42143505 | Association | Inflammation | Il17a
42118109 | Positive_Correlation | methylone | Calcium
41984833 | Association | Neoplasms | Cd274
41984833 | Association | Neoplasms | Pdcd1
41984833 | Association | Neoplasms | Cd86
38979175 | Bind | NCR3 | NCR3LG1
38979175 | Association | KLRK1 | ULBP2
38979175 | Bind | KLRK1 | MICB
41980007 | Association | Atrophy | CD4
41373788 | Positive_Correlation | Pre-Eclampsia | FCGR3A
41373788 | Association | Pre-Eclampsia | HLA-DRB1
41373788 | Negative_Correlation | FCGR3A | HLA-B
41373788 | Association | Drug-Related Side Effects and Adverse Reactions | HLA-A
41373788 | Association | Pre-Eclampsia | HLA-A
19124832 | Association | Neoplasms | MICB
19124832 | Association | Neoplasms | ULBP1
19124832 | Association | Neoplasms | KLRK1
19124832 | Positive_Correlation | MICB | CD4
19124832 | Association | KLRK1 | MICB
19124832 | Association | KLRK1 | ULBP1
19124832 | Association | MICA | KLRK1
19124832 | Association | KLRK1 | CD8A
19124832 | Association | KLRK1 | ULBP3
19124832 | Association | KLRK1 | CD4
19124832 | Association | Neoplasms | ULBP3
19124832 | Association | Neoplasms | ULBP2
19124832 | Association | Neoplasms | MICA
19124832 | Bind | KLRK1 | KLRC1
19124832 | Association | KLRK1 | ULBP2
19124832 | Positive_Correlation | KLRK1 | TRBV20OR9-2
42011487 | Negative_Correlation | Neoplasms | Cd4
39010233 | Association | dpp | Actbeta
39010233 | Association | dpp | TGFBR1
39010233 | Association | Rorc | Tgfb1
39010233 | Association | Cd4 | HLA-B
39010233 | Association | HLA-B | sax
39010233 | Bind | HLA-B | Maf
39010233 | Association | dpp | sax
39010233 | Association | HLA-B | Actbeta
39010233 | Association | Tgfbr1 | HLA-B
39010233 | Association | HLA-B | Rorc
39010233 | Association | HLA-B | Tgfb1
39010233 | Association | HLA-B | ACVR1
39010233 | Association | HLA-B | dpp
39010233 | Association | HLA-B | Bmpr1a
39010233 | Association | HLA-B | TGFBR1
39010233 | Association | HLA-B | Runx1
39010233 | Positive_Correlation | Foxp3 | Tgfb1
41948324 | Association | COVID-19 | CD86
41948324 | Negative_Correlation | COVID-19 | CD19
41948324 | Positive_Correlation | COVID-19 | CD209
18490724 | Negative_Correlation | KLRK1 | TGFB1
18490724 | Association | Mesothelioma | KLRK1
18490724 | Positive_Correlation | MICA | KLRK1
18490724 | Association | Neoplasms | IFNG
18490724 | Negative_Correlation | Neoplasms | KLRK1
18490724 | Association | Neoplasms | CD8A
18490724 | Association | KLRK1 | IFNG
18490724 | Association | Neoplasms | TGFB1
41979099 | Negative_Correlation | Cyclophosphamide | Graft vs Host Disease
41959035 | Association | Neuroinflammatory Diseases | H2
41951100 | Association | Infections | ACE2
41951100 | Positive_Correlation | Infections | CXCL9
41951100 | Positive_Correlation | Infections | IFNG
41951100 | Positive_Correlation | Infections | CXCL10
