38516860 | @GENE_HLA_C | HLA-C | 29 | 5 | Gene | gene | HLA-C
22458412 | @GENE_NUP37 | NUP37 | 1533 | 5 | Gene | gene | NUP37
22458412 | @GENE_MAD2L1 | MAD2L1 | 1540 | 6 | Gene | gene | MAD2L1
22458412 | @GENE_BIRC5 | BIRC5 | 1548 | 5 | Gene | gene | BIRC5
22458412 | @GENE_CDC25A | CDC25A | 1555 | 6 | Gene | gene | CDC25A
22458412 | @GENE_CCNB1 | CCNB1 | 1563 | 5 | Gene | gene | CCNB1
22458412 | @GENE_RPA3 | RPA3 | 1570 | 4 | Gene | gene | RPA3
22458412 | @GENE_HJURP | HJURP | 1576 | 5 | Gene | gene | HJURP
22458412 | @GENE_KIF2C | KIF2C | 1583 | 5 | Gene | gene | KIF2C
22458412 | @GENE_CDK1 | CDK1 | 1590 | 4 | Gene | gene | CDK1
22458412 | @GENE_CDCA8 | CDCA8 | 1596 | 5 | Gene | gene | CDCA8
22458412 | @GENE_FYN | FYN | 1631 | 3 | Gene | gene | FYN
22458412 | @GENE_CD3D | CD3D | 1636 | 4 | Gene | gene | CD3D
22458412 | @GENE_CD4 | CD4 | 1642 | 3 | Gene | gene | CD4
22458412 | @GENE_CD3G | CD3G | 1647 | 4 | Gene | gene | CD3G
22458412 | @GENE_ZAP70 | ZAP70 | 1653 | 5 | Gene | gene | ZAP70
22458412 | @GENE_FOS | FOS | 1660 | 3 | Gene | gene | FOS
22458412 | @GENE_HCK | HCK | 1665 | 3 | Gene | gene | HCK
22458412 | @GENE_CD247 | CD247 | 1670 | 5 | Gene | gene | CD247
22458412 | @GENE_PRKCQ | PRKCQ | 1677 | 5 | Gene | gene | PRKCQ
22458412 | @GENE_ITK | ITK | 1684 | 3 | Gene | gene | ITK
22458412 | @GENE_LCP2 | LCP2 | 1689 | 4 | Gene | gene | LCP2
22458412 | @GENE_CXCL1 | CXCL1 | 1695 | 5 | Gene | gene | CXCL1
22458412 | @GENE_CD8A | CD8A | 1702 | 4 | Gene | gene | CD8A
22458412 | @GENE_ITGB5 | ITGB5 | 1708 | 5 | Gene | gene | ITGB5
22458412 | @GENE_VAV3 | VAV3 | 1715 | 4 | Gene | gene | VAV3
22458412 | @GENE_CXCR4 | CXCR4 | 1721 | 5 | Gene | gene | CXCR4
23605716 | @GENE_IPO13 | Ipo13 | 43 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 85 | 5 | Gene | gene | Imp13
23605716 | @GENE_KPNB1 | Kpnb1 | 104 | 13 | Gene | gene | importin-beta
23605716 | @GENE_IPO13 | Ipo13 | 259 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 398 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 517 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 566 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 628 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 849 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 1064 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 1173 | 5 | Gene | gene | imp13
23605716 | @GENE_IPO13 | Ipo13 | 1215 | 5 | Gene | gene | imp13
24596094 | @GENE_IPO8 | IPO8 | 0 | 10 | Gene | gene | Importin 8
24596094 | @GENE_IPO8 | IPO8 | 472 | 10 | Gene | gene | importin 8
24596094 | @GENE_IPO8 | IPO8 | 484 | 4 | Gene | gene | IPO8
24596094 | @GENE_IPO8 | IPO8 | 702 | 4 | Gene | gene | IPO8
24596094 | @GENE_IPO8 | IPO8 | 898 | 4 | Gene | gene | IPO8
24596094 | @GENE_IPO8 | IPO8 | 987 | 4 | Gene | gene | IPO8
24596094 | @GENE_AGO2 | AGO2 | 1001 | 11 | Gene | gene | Argonaute 2
24596094 | @GENE_AGO2 | AGO2 | 1014 | 4 | Gene | gene | Ago2
24596094 | @GENE_IPO8 | IPO8 | 1091 | 4 | Gene | gene | IPO8
24596094 | @GENE_AGO2 | AGO2 | 1126 | 4 | Gene | gene | Ago2
24596094 | @GENE_IPO8 | IPO8 | 1146 | 4 | Gene | gene | IPO8
24596094 | @GENE_AGO2 | AGO2 | 1205 | 4 | Gene | gene | Ago2
24596094 | @GENE_AGO2 | AGO2 | 1249 | 4 | Gene | gene | Ago2
24596094 | @GENE_AGO2 | AGO2 | 1314 | 4 | Gene | gene | Ago2
24596094 | @GENE_IPO8 | IPO8 | 1356 | 4 | Gene | gene | IPO8
26077467 | @GENE_PDCD5 | PDCD5 | 0 | 23 | Gene | gene | Programmed cell death 5
26077467 | @GENE_HDAC3 | HDAC3 | 33 | 5 | Gene | gene | HDAC3
26077467 | @GENE_TP53 | TP53 | 101 | 3 | Gene | gene | p53
26077467 | @GENE_HDAC3 | HDAC3 | 117 | 21 | Gene | gene | histone deacetylase 3
26077467 | @GENE_HDAC3 | HDAC3 | 140 | 5 | Gene | gene | HDAC3
26077467 | @GENE_PDCD5 | PDCD5 | 232 | 23 | Gene | gene | programmed cell death 5
26077467 | @GENE_PDCD5 | PDCD5 | 257 | 5 | Gene | gene | PDCD5
26077467 | @GENE_HDAC3 | HDAC3 | 285 | 5 | Gene | gene | HDAC3
26077467 | @GENE_TP53 | TP53 | 309 | 3 | Gene | gene | p53
26077467 | @GENE_HDAC3 | HDAC3 | 328 | 5 | Gene | gene | HDAC3
26077467 | @GENE_CSNK2A2 | CSNK2A2 | 392 | 21 | Gene | gene | Casein kinase 2 alpha
26077467 | @GENE_PDCD5 | PDCD5 | 429 | 5 | Gene | gene | PDCD5
26077467 | @GENE_IPO13 | IPO13 | 475 | 11 | Gene | gene | importin 13
26077467 | @GENE_PDCD5 | PDCD5 | 521 | 5 | Gene | gene | PDCD5
26077467 | @GENE_PDCD5 | PDCD5 | 548 | 5 | Gene | gene | PDCD5
26077467 | @CHEMICAL_Etoposide | Etoposide | 564 | 9 | Chemical | chemical | etoposide
26077467 | @CHEMICAL_Etoposide | Etoposide | 575 | 2 | Chemical | chemical | ET
26077467 | @GENE_TP53 | TP53 | 587 | 3 | Gene | gene | p53
26077467 | @GENE_HDAC3 | HDAC3 | 609 | 5 | Gene | gene | HDAC3
26077467 | @GENE_PDCD5 | PDCD5 | 657 | 5 | Gene | gene | PDCD5
26077467 | @GENE_TP53 | TP53 | 666 | 3 | Gene | gene | p53
26077467 | @GENE_PDCD5 | PDCD5 | 697 | 5 | Gene | gene | PDCD5
26077467 | @GENE_PDCD5 | PDCD5 | 710 | 5 | Gene | gene | PDCD5
26077467 | @CHEMICAL_Etoposide | Etoposide | 735 | 2 | Chemical | chemical | ET
26077467 | @GENE_HDAC3 | HDAC3 | 746 | 5 | Gene | gene | HDAC3
26077467 | @GENE_PDCD5 | PDCD5 | 780 | 5 | Gene | gene | PDCD5
26077467 | @GENE_TP53 | TP53 | 790 | 3 | Gene | gene | p53
26077467 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 891 | 14 | Disease | disease | gastric cancer
26077467 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 950 | 14 | Disease | disease | gastric cancer
26077467 | @GENE_TP53 | TP53 | 1010 | 3 | Gene | gene | p53
26077467 | @GENE_PDCD5 | PDCD5 | 1029 | 5 | Gene | gene | PDCD5
26077467 | @GENE_HDAC3 | HDAC3 | 1045 | 5 | Gene | gene | HDAC3
26115720 | @GENE_GAPDH | Gapdh | 741 | 5 | Gene | gene | GAPDH
26115720 | @GENE_ABL1 | Abl1 | 748 | 4 | Gene | gene | ABL1
26115720 | @GENE_ACTB | Actb | 754 | 4 | Gene | gene | ACTB
26115720 | @GENE_CDKN1A | Cdkn1a | 760 | 6 | Gene | gene | CDKN1A
26115720 | @GENE_GPER1 | Gper1 | 768 | 4 | Gene | gene | GPER
26115720 | @GENE_GUSB | Gusb | 774 | 4 | Gene | gene | GUSB
26115720 | @GENE_HPRT | Hprt | 780 | 5 | Gene | gene | HPRT1
26115720 | @GENE_HSP90AB1 | Hsp90ab1 | 787 | 8 | Gene | gene | HSP90AB1
26115720 | @GENE_IPO8 | Ipo8 | 797 | 4 | Gene | gene | IPO8
26115720 | @GENE_PPIA | Ppia | 803 | 4 | Gene | gene | PPIA
26115720 | @GENE_RPL4 | Rpl4 | 809 | 4 | Gene | gene | RPL4
26115720 | @GENE_RPL30 | Rpl30 | 815 | 5 | Gene | gene | RPL30
26115720 | @GENE_TBP | Tbp | 822 | 3 | Gene | gene | TBP
26115720 | @GENE_PLAUR | Plaur | 831 | 4 | Gene | gene | UPAR
26115720 | @GENE_ACTB | Actb | 873 | 4 | Gene | gene | ACTB
26115720 | @GENE_RPL4 | Rpl4 | 882 | 4 | Gene | gene | RPL4
26337383 | @GENE_SNX9 | SNX9 | 0 | 15 | Gene | gene | Sorting nexin 9
26337383 | @GENE_SMAD3 | SMAD3 | 48 | 5 | Gene | gene | Smad3
26337383 | @GENE_SMAD2 | SMAD2 | 59 | 5 | Gene | gene | Smad2
26337383 | @GENE_TGFB1 | TGFB1 | 88 | 31 | Gene | gene | transforming growth factor beta
26337383 | @GENE_TGFB1 | TGFB1 | 131 | 31 | Gene | gene | Transforming growth factor beta
26337383 | @GENE_TGFB1 | TGFB1 | 164 | 7 | Gene | gene | TGFbeta
26337383 | @GENE_TGFB1 | TGFB1 | 266 | 7 | Gene | gene | TGFbeta
26337383 | @GENE_TGFB1 | TGFB1 | 364 | 7 | Gene | gene | TGFbeta
26337383 | @GENE_SNX9 | SNX9 | 633 | 15 | Gene | gene | sorting nexin 9
26337383 | @GENE_SNX9 | SNX9 | 650 | 4 | Gene | gene | SNX9
26337383 | @GENE_SMAD3 | SMAD3 | 692 | 5 | Gene | gene | Smad3
26337383 | @GENE_SNX9 | SNX9 | 719 | 4 | Gene | gene | SNX9
26337383 | @GENE_SMAD3 | SMAD3 | 758 | 5 | Gene | gene | Smad3
26337383 | @GENE_SMAD2 | SMAD2 | 779 | 5 | Gene | gene | Smad2
26337383 | @GENE_SMAD4 | SMAD4 | 788 | 5 | Gene | gene | Smad4
26337383 | @GENE_SNX9 | SNX9 | 886 | 4 | Gene | gene | SNX9
26337383 | @GENE_NUP153 | NUP153 | 918 | 6 | Gene | gene | Nup153
26337383 | @GENE_NUP214 | NUP214 | 928 | 6 | Gene | gene | Nup214
26337383 | @GENE_IPO7 | IPO7 | 959 | 4 | Gene | gene | Imp7
26337383 | @GENE_IPO8 | IPO8 | 1020 | 4 | Gene | gene | Imp8
26337383 | @GENE_SNX9 | SNX9 | 1108 | 4 | Gene | gene | SNX9
26776511 | @GENE_ARID3B | ARID3B | 93 | 6 | Gene | gene | ARID3B
26776511 | @DISEASE_Neoplasms | Neoplasms | 165 | 5 | Disease | disease | tumor
26776511 | @DISEASE_Neoplasms | Neoplasms | 286 | 6 | Disease | disease | cancer
26776511 | @GENE_ARID3B | ARID3B | 343 | 29 | Gene | gene | AT-rich interacting domain 3B
26776511 | @GENE_ARID3B | ARID3B | 374 | 6 | Gene | gene | ARID3B
26776511 | @GENE_ARID3A | ARID3A | 383 | 6 | Gene | gene | ARID3A
26776511 | @GENE_IPO9 | IPO9 | 395 | 10 | Gene | gene | importin-9
26776511 | @GENE_IPO9 | IPO9 | 432 | 10 | Gene | gene | importin-9
26776511 | @GENE_ARID3A | ARID3A | 477 | 6 | Gene | gene | ARID3A
26776511 | @GENE_ARID3B | ARID3B | 517 | 7 | Gene | gene | ARID3B.
26776511 | @GENE_ARID3B | ARID3B | 537 | 6 | Gene | gene | ARID3B
26776511 | @GENE_ARID3B | ARID3B | 708 | 6 | Gene | gene | ARID3B
26776511 | @DISEASE_Neoplasms | Neoplasms | 735 | 5 | Disease | disease | tumor
26776511 | @DISEASE_Neoplasms | Neoplasms | 770 | 6 | Disease | disease | cancer
26776511 | @GENE_ARID3A | ARID3A | 825 | 6 | Gene | gene | ARID3A
26776511 | @GENE_ARID3B | ARID3B | 832 | 6 | Gene | gene | ARID3B
26776511 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 886 | 20 | Disease | disease | head and neck cancer
26776511 | @DISEASE_Neoplasms | Neoplasms | 995 | 6 | Disease | disease | cancer
26776511 | @GENE_ARID3B | ARID3B | 1019 | 7 | Gene | gene | ARID3B.
27356504 | @DISEASE_HIV_Infections | HIV Infections | 41 | 8 | Disease | disease | HIV/AIDS
27356504 | @DISEASE_HIV_Infections | HIV Infections | 88 | 3 | Disease | disease | HIV
27956177 | @GENE_NKX2_2 | NKX2-2 | 18 | 6 | Gene | gene | Nkx2-2
27956177 | @GENE_NKX2_2 | NKX2-2 | 59 | 6 | Gene | gene | Nkx2-2
27956177 | @GENE_NKX2_2 | NKX2-2 | 201 | 6 | Gene | gene | Nkx2-2
27956177 | @GENE_IMPA1 | IMPA1 | 309 | 10 | Gene | gene | imp alpha1
27956177 | @GENE_NKX2_2 | NKX2-2 | 344 | 6 | Gene | gene | Nkx2-2
27956177 | @GENE_NKX2_2 | NKX2-2 | 466 | 6 | Gene | gene | Nkx2-2
27956177 | @GENE_IPO13 | IPO13 | 617 | 6 | Gene | gene | imp 13
27956177 | @GENE_IMP4 | IMP4 | 633 | 5 | Gene | gene | imp 4
27956177 | @GENE_NKX2_2 | NKX2-2 | 663 | 6 | Gene | gene | Nkx2-2
27956177 | @GENE_NKX2_2 | NKX2-2 | 702 | 6 | Gene | gene | Nkx2-2
27956177 | @GENE_IMPA1 | IMPA1 | 841 | 10 | Gene | gene | imp alpha1
27956177 | @GENE_IPO13 | IPO13 | 855 | 6 | Gene | gene | imp 13
27956177 | @GENE_NKX2_2 | NKX2-2 | 939 | 6 | Gene | gene | Nkx2-2
27956177 | @GENE_IPO13 | IPO13 | 1033 | 6 | Gene | gene | imp 13
27993670 | @GENE_IPO13 | IPO13 | 65 | 11 | Gene | gene | Importin 13
27993670 | @GENE_IPO13 | IPO13 | 78 | 11 | Gene | gene | Importin 13
27993670 | @GENE_IPO13 | IPO13 | 91 | 5 | Gene | gene | Imp13
27993670 | @GENE_EIF4G2 | EIF4G2 | 542 | 48 | Gene | gene | Eukaryotic translation initiation factor 4gamma2
27993670 | @GENE_EIF4G2 | EIF4G2 | 592 | 6 | Gene | gene | EIF4G2
27993670 | @GENE_HMG20A | HMG20A | 604 | 42 | Gene | gene | High mobility group containing protein 20A
27993670 | @GENE_HMG20A | HMG20A | 648 | 6 | Gene | gene | HMG20A
27993670 | @GENE_NR3C1 | NR3C1 | 680 | 23 | Gene | gene | glucocorticoid receptor
27993670 | @GENE_NR3C1 | NR3C1 | 705 | 2 | Gene | gene | GR
27993670 | @GENE_IPO13 | IPO13 | 718 | 5 | Gene | gene | Imp13
27993670 | @GENE_IPO13 | IPO13 | 826 | 5 | Gene | gene | Imp13
27993670 | @GENE_EIF4G2 | EIF4G2 | 837 | 6 | Gene | gene | EIF4G2
27993670 | @GENE_HMG20A | HMG20A | 845 | 6 | Gene | gene | HMG20A
27993670 | @GENE_NR3C1 | NR3C1 | 856 | 2 | Gene | gene | GR
27993670 | @GENE_EIF4G2 | EIF4G2 | 973 | 6 | Gene | gene | EIF4G2
27993670 | @GENE_HMG20A | HMG20A | 981 | 6 | Gene | gene | HMG20A
27993670 | @GENE_NR3C1 | NR3C1 | 992 | 2 | Gene | gene | GR
27993670 | @GENE_IPO13 | IPO13 | 1015 | 5 | Gene | gene | Imp13
27993670 | @GENE_EIF4G2 | EIF4G2 | 1059 | 6 | Gene | gene | EIF4G2
27993670 | @GENE_HMG20A | HMG20A | 1070 | 6 | Gene | gene | HMG20A
27993670 | @GENE_NR3C1 | NR3C1 | 1108 | 2 | Gene | gene | GR
27993670 | @GENE_EIF4G2 | EIF4G2 | 1208 | 6 | Gene | gene | EIF4G2
27993670 | @GENE_HMG20A | HMG20A | 1216 | 6 | Gene | gene | HMG20A
27993670 | @GENE_NR3C1 | Nr3c1 | 1227 | 2 | Gene | gene | GR
27993670 | @GENE_HMG20A | Hmg20a | 1378 | 6 | Gene | gene | HMG20A
27993670 | @GENE_NR3C1 | Nr3c1 | 1389 | 2 | Gene | gene | GR
27993670 | @GENE_IPO13 | IPO13 | 1457 | 5 | Gene | gene | Imp13
27993670 | @GENE_EIF4G2 | EIF4G2 | 1464 | 6 | Gene | gene | EIF4G2
27993670 | @GENE_HMG20A | HMG20A | 1472 | 6 | Gene | gene | HMG20A
27993670 | @GENE_NR3C1 | Nr3c1 | 1483 | 2 | Gene | gene | GR
28446596 | @GENE_DICER1 | DICER1 | 0 | 5 | Gene | gene | Dicer
28446596 | @DISEASE_Neoplasms | Neoplasms | 269 | 6 | Disease | disease | cancer
28446596 | @DISEASE_Carcinogenesis | Carcinogenesis | 368 | 13 | Disease | disease | tumorigenesis
28446596 | @GENE_IGF2BP1 | IGF2BP1 | 700 | 4 | Gene | gene | Imp1
28446596 | @GENE_IMPA2 | IMPA2 | 706 | 4 | Gene | gene | Imp2
28446596 | @GENE_IPO13 | IPO13 | 716 | 4 | Gene | gene | Imp3
28446596 | @GENE_IPO13 | IPO13 | 722 | 6 | Gene | gene | Imp1-3
28446596 | @GENE_DICER1 | DICER1 | 794 | 5 | Gene | gene | Dicer
28446596 | @GENE_DICER1 | DICER1 | 885 | 5 | Gene | gene | Dicer
28446596 | @DISEASE_Cell_Transformation_Neoplastic | Cell Transformation Neoplastic | 927 | 14 | Disease | disease | tumorigenicity
28446596 | @GENE_IPO13 | IPO13 | 972 | 6 | Gene | gene | Imp1-3
28446596 | @DISEASE_Cell_Transformation_Neoplastic | Cell Transformation Neoplastic | 1001 | 14 | Disease | disease | tumorigenicity
28446596 | @GENE_DICER1 | DICER1 | 1108 | 5 | Gene | gene | Dicer
28446596 | @DISEASE_Neoplasms | Neoplasms | 1204 | 7 | Disease | disease | cancers
28968829 | @GENE_NR3C1 | NR3C1 | 59 | 23 | Gene | gene | Glucocorticoid Receptor
28968829 | @GENE_IPO13 | Ipo13 | 118 | 5 | Gene | gene | IPO13
28968829 | @DISEASE_Bronchiolitis | Bronchiolitis | 326 | 13 | Disease | disease | bronchiolitis
28968829 | @GENE_NR3C1 | NR3C1 | 424 | 23 | Gene | gene | glucocorticoid receptor
28968829 | @GENE_NR3C1 | NR3C1 | 449 | 2 | Gene | gene | GR
28968829 | @GENE_IPO13 | Ipo13 | 498 | 11 | Gene | gene | importin 13
28968829 | @GENE_IPO13 | Ipo13 | 511 | 5 | Gene | gene | IPO13
28968829 | @GENE_NR3C1 | Nr3c1 | 562 | 2 | Gene | gene | GR
28968829 | @DISEASE_Infections | Infections | 624 | 8 | Disease | disease | infected
28968829 | @DISEASE_Infections | Infections | 651 | 8 | Disease | disease | infected
28968829 | @GENE_IPO13 | Ipo13 | 713 | 5 | Gene | gene | IPO13
28968829 | @GENE_NR3C1 | Nr3c1 | 757 | 2 | Gene | gene | GR
28968829 | @CHEMICAL_Dexamethasone | Dexamethasone | 802 | 13 | Chemical | chemical | dexamethasone
28968829 | @DISEASE_Inflammation | Inflammation | 835 | 19 | Disease | disease | airway inflammation
28968829 | @DISEASE_Infections | Infections | 893 | 8 | Disease | disease | infected
28968829 | @GENE_NR3C1 | NR3C1 | 917 | 2 | Gene | gene | GR
28968829 | @GENE_IPO13 | Ipo13 | 1024 | 5 | Gene | gene | IPO13
28968829 | @GENE_NR3C1 | Nr3c1 | 1034 | 2 | Gene | gene | GR
28968829 | @GENE_IPO13 | Ipo13 | 1187 | 5 | Gene | gene | IPO13
28968829 | @GENE_NR3C1 | Nr3c1 | 1193 | 2 | Gene | gene | GR
29476013 | @DISEASE_Machado_Joseph_Disease | Machado-Joseph Disease | 60 | 29 | Disease | disease | spinocerebellar ataxia type 3
29476013 | @GENE_ATXN3 | Atxn3 | 130 | 8 | Gene | gene | ataxin-3
29476013 | @DISEASE_Machado_Joseph_Disease | Machado-Joseph Disease | 140 | 29 | Disease | disease | Spinocerebellar ataxia type 3
29476013 | @DISEASE_Machado_Joseph_Disease | Machado-Joseph Disease | 171 | 4 | Disease | disease | SCA3
29476013 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 182 | 26 | Disease | disease | neurodegenerative disorder
29476013 | @GENE_ATXN3 | Atxn3 | 242 | 5 | Gene | gene | ATXN3
29476013 | @GENE_ATXN3 | Atxn3 | 297 | 8 | Gene | gene | ataxin-3
29476013 | @GENE_ATXN3 | Atxn3 | 364 | 8 | Gene | gene | ataxin-3
29476013 | @GENE_EMB | emb | 707 | 4 | Gene | gene | CRM1
29476013 | @GENE_KPNA3 | Kpna3 | 720 | 5 | Gene | gene | KPNA3
29476013 | @GENE_CDM | cdm | 774 | 3 | Gene | gene | Cdm
29476013 | @GENE_KAP_ALPHA3 | Kap-alpha3 | 783 | 10 | Gene | gene | Kap-alpha3
29476013 | @GENE_EMB | emb | 819 | 4 | Gene | gene | CRM1
29476013 | @GENE_KAP_ALPHA3 | Kap-alpha3 | 873 | 5 | Gene | gene | KPNA3
29476013 | @GENE_KAP_ALPHA3 | Kap-alpha3 | 879 | 10 | Gene | gene | Kap-alpha3
29476013 | @GENE_ATXN3 | Atxn3 | 1041 | 8 | Gene | gene | ataxin-3
29476013 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 1058 | 17 | Disease | disease | neurodegeneration
29476013 | @GENE_KPNA3 | Kpna3 | 1147 | 5 | Gene | gene | KPNA3
29476013 | @DISEASE_Machado_Joseph_Disease | Machado-Joseph Disease | 1165 | 4 | Disease | disease | SCA3
29476013 | @DISEASE_Mental_Disorders | Mental Disorders | 1220 | 23 | Disease | disease | behavioral disturbances
29476013 | @DISEASE_Anxiety | Anxiety | 1268 | 7 | Disease | disease | anxiety
29476013 | @GENE_KPNA3 | Kpna3 | 1293 | 5 | Gene | gene | KPNA3
29476013 | @GENE_ATXN3 | Atxn3 | 1409 | 8 | Gene | gene | ataxin-3
29476013 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 1517 | 21 | Disease | disease | polyglutamine disease
29476013 | @GENE_KPNA3 | Kpna3 | 1569 | 5 | Gene | gene | KPNA3
29476013 | @DISEASE_Machado_Joseph_Disease | Machado-Joseph Disease | 1614 | 4 | Disease | disease | SCA3
29700284 | @GENE_IPO13 | IPO13 | 12 | 5 | Gene | gene | IPO13
29700284 | @DISEASE_Coloboma | Coloboma | 25 | 25 | Disease | disease | recessive ocular coloboma
29700284 | @DISEASE_Microphthalmos | Microphthalmos | 52 | 14 | Disease | disease | microphthalmia
29700284 | @DISEASE_Cataract | Cataract | 72 | 8 | Disease | disease | cataract
29700284 | @DISEASE_Coloboma | Coloboma | 82 | 15 | Disease | disease | Ocular coloboma
29700284 | @DISEASE_Eye_Abnormalities | Eye Abnormalities | 103 | 42 | Disease | disease | developmental structural defect of the eye
29700284 | @DISEASE_Eye_Abnormalities | Eye Abnormalities | 175 | 16 | Disease | disease | ocular anomalies
29700284 | @VARIANT_c.331C>T_IPO13_human | c.331C>T | 298 | 8 | Variant | variant | c.331C>T
29700284 | @VARIANT_c.331C>T_IPO13_human | p.R111C | 308 | 7 | Variant | variant | p.R111C
29700284 | @GENE_IPO13 | IPO13 | 324 | 5 | Gene | gene | IPO13
29700284 | @DISEASE_Coloboma | Coloboma | 367 | 15 | Disease | disease | ocular coloboma
29700284 | @DISEASE_Microphthalmos | Microphthalmos | 384 | 14 | Disease | disease | microphthalmia
29700284 | @DISEASE_Cataract | Cataract | 404 | 8 | Disease | disease | cataract
29700284 | @GENE_IPO13 | IPO13 | 482 | 5 | Gene | gene | IPO13
29700284 | @DISEASE_Coloboma | Coloboma | 587 | 8 | Disease | disease | coloboma
29700284 | @DISEASE_Microphthalmos | Microphthalmos | 600 | 14 | Disease | disease | microphthalmia
29700284 | @GENE_IPO13 | Ipo13 | 630 | 5 | Gene | gene | Ipo13
29700284 | @GENE_IPO13 | IPO13 | 742 | 5 | Gene | gene | Ipo13
29700284 | @CHEMICAL_Morpholinos | Morpholinos | 841 | 10 | Chemical | chemical | Morpholino
29700284 | @CHEMICAL_Oligonucleotides | Oligonucleotides | 852 | 15 | Chemical | chemical | oligonucleotide
29700284 | @GENE_IPO13 | ipo13 | 889 | 5 | Gene | gene | ipo13
29700284 | @DISEASE_Microphthalmos | Microphthalmos | 930 | 14 | Disease | disease | microphthalmia
29700284 | @DISEASE_Coloboma | Coloboma | 949 | 8 | Disease | disease | coloboma
29700284 | @GENE_IPO13 | ipo13 | 1146 | 5 | Gene | gene | ipo13
29700284 | @GENE_IPO13 | ipo13 | 1215 | 5 | Gene | gene | ipo13
29700284 | @GENE_IPO13 | ipo13 | 1305 | 5 | Gene | gene | ipo13
29700284 | @GENE_IPO13 | IPO13 | 1393 | 5 | Gene | gene | IPO13
29700284 | @GENE_IPO13 | IPO13 | 1449 | 5 | Gene | gene | IPO13
29700284 | @DISEASE_Coloboma | Coloboma | 1469 | 15 | Disease | disease | ocular coloboma
29700284 | @DISEASE_Microphthalmos | Microphthalmos | 1486 | 14 | Disease | disease | microphthalmia
29700284 | @DISEASE_Cataract | Cataract | 1506 | 8 | Disease | disease | cataract
29955178 | @DISEASE_Neoplasms | Neoplasms | 95 | 6 | Disease | disease | cancer
29955178 | @DISEASE_Neoplasms | Neoplasms | 376 | 6 | Disease | disease | cancer
29955178 | @GENE_MAGOH | Magoh | 409 | 5 | Gene | gene | MAGOH
29955178 | @GENE_MAGOHB | Magohb | 419 | 6 | Gene | gene | MAGOHB
29955178 | @GENE_MAGOHB | Magohb | 528 | 6 | Gene | gene | MAGOHB
29955178 | @GENE_MAGOH | Magoh | 587 | 5 | Gene | gene | MAGOH
29955178 | @GENE_MAGOHB | Magohb | 693 | 6 | Gene | gene | MAGOHB
29955178 | @GENE_MAGOH | Magoh | 705 | 5 | Gene | gene | MAGOH
29955178 | @GENE_IPO13 | Ipo13 | 829 | 5 | Gene | gene | IPO13
29955178 | @GENE_MAGOH | Magoh | 898 | 5 | Gene | gene | MAGOH
29955178 | @GENE_MAGOH | Magoh | 969 | 5 | Gene | gene | MAGOH
29955178 | @GENE_MAGOHB | Magohb | 979 | 6 | Gene | gene | MAGOHB
29955178 | @GENE_MAGOHB | Magohb | 992 | 6 | Gene | gene | MAGOHB
29955178 | @GENE_IPO13 | Ipo13 | 1003 | 5 | Gene | gene | IPO13
29955178 | @GENE_MAGOH | Magoh | 1069 | 5 | Gene | gene | MAGOH
29955178 | @GENE_MAGOH | Magoh | 1106 | 5 | Gene | gene | MAGOH
29955178 | @GENE_MAGOHB | Magohb | 1116 | 6 | Gene | gene | MAGOHB
29955178 | @DISEASE_Neoplasms | Neoplasms | 1165 | 6 | Disease | disease | cancer
29955178 | @GENE_MAGOHB | Magohb | 1220 | 6 | Gene | gene | MAGOHB
29955178 | @GENE_IPO13 | Ipo13 | 1227 | 5 | Gene | gene | IPO13
29955178 | @DISEASE_Neoplasms | Neoplasms | 1241 | 7 | Disease | disease | cancers
31090959 | @GENE_NUAK1 | NUAK1 | 84 | 5 | Gene | gene | NUAK1
31090959 | @GENE_NUAK1 | NUAK1 | 136 | 5 | Gene | gene | NUAK1
31090959 | @GENE_NUAK1 | NUAK1 | 204 | 5 | Gene | gene | NUAK1
31090959 | @DISEASE_Carcinogenesis | Carcinogenesis | 241 | 13 | Disease | disease | tumorigenesis
31090959 | @GENE_NUAK1 | NUAK1 | 386 | 5 | Gene | gene | NUAK1
31090959 | @GENE_NUAK1 | NUAK1 | 472 | 5 | Gene | gene | NUAK1
31090959 | @GENE_NUAK1 | NUAK1 | 522 | 5 | Gene | gene | NUAK1
31090959 | @GENE_NUAK1 | NUAK1 | 636 | 5 | Gene | gene | NUAK1
