38449806 | @GENE_CCR5 | Ccr5 | 0 | 4 | Gene | gene | CCR5
32462635 | @DISEASE_Amyotrophic_Lateral_Sclerosis | Amyotrophic Lateral Sclerosis | 14 | 3 | Disease | disease | ALS
32462635 | @GENE_SOD1 | SOD1 | 29 | 4 | Gene | gene | SOD1
32462635 | @DISEASE_Amyotrophic_Lateral_Sclerosis | Amyotrophic Lateral Sclerosis | 103 | 29 | Disease | disease | Amyotrophic lateral sclerosis
32462635 | @DISEASE_Amyotrophic_Lateral_Sclerosis | Amyotrophic Lateral Sclerosis | 134 | 3 | Disease | disease | ALS
32462635 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 144 | 25 | Disease | disease | neurodegenerative disease
32462635 | @DISEASE_Amyotrophic_Lateral_Sclerosis | Amyotrophic Lateral Sclerosis | 224 | 3 | Disease | disease | ALS
32462635 | @GENE_SOD1 | SOD1 | 253 | 22 | Gene | gene | superoxide dismutase 1
32462635 | @GENE_SOD1 | SOD1 | 277 | 4 | Gene | gene | SOD1
32462635 | @DISEASE_Amyotrophic_lateral_sclerosis_1 | Amyotrophic lateral sclerosis 1 | 307 | 12 | Disease | disease | familial ALS
32462635 | @DISEASE_Amyotrophic_lateral_sclerosis_1 | Amyotrophic lateral sclerosis 1 | 321 | 4 | Disease | disease | fALS
32462635 | @GENE_SOD1 | SOD1 | 334 | 4 | Gene | gene | SOD1
32462635 | @DISEASE_Amyotrophic_lateral_sclerosis_1 | Amyotrophic lateral sclerosis 1 | 344 | 4 | Disease | disease | fALS
32462635 | @GENE_SOD1 | SOD1 | 489 | 4 | Gene | gene | SOD1
32462635 | @GENE_SUMO3 | SUMO3 | 497 | 38 | Gene | gene | small ubiquitin-like modifier (SUMO) 3
32462635 | @DISEASE_Amyotrophic_lateral_sclerosis_1 | Amyotrophic lateral sclerosis 1 | 564 | 4 | Disease | disease | fALS
32462635 | @GENE_SOD1 | SOD1 | 576 | 4 | Gene | gene | SOD1
32462635 | @GENE_SNORA73A | SNORA73A | 721 | 6 | Gene | gene | E1, E2
32462635 | @GENE_SOD1 | SOD1 | 823 | 4 | Gene | gene | SOD1
32462635 | @GENE_SOD1 | SOD1 | 997 | 4 | Gene | gene | SOD1
32462635 | @GENE_SOD1 | SOD1 | 1116 | 4 | Gene | gene | SOD1
32462635 | @GENE_SENP1 | SENP1 | 1194 | 5 | Gene | gene | SENP1
32462635 | @GENE_PIAS4 | PIAS4 | 1282 | 5 | Gene | gene | PIASy
32462635 | @GENE_SENP1 | SENP1 | 1292 | 5 | Gene | gene | SENP1
32462635 | @GENE_SOD1 | SOD1 | 1353 | 4 | Gene | gene | SOD1
32462635 | @GENE_SOD1 | SOD1 | 1434 | 4 | Gene | gene | SOD1
32462635 | @DISEASE_Amyotrophic_Lateral_Sclerosis | Amyotrophic Lateral Sclerosis | 1534 | 3 | Disease | disease | ALS
32571912 | @DISEASE_Lung_Diseases | Lung Diseases | 73 | 14 | Disease | disease | lung pathology
32571912 | @DISEASE_Death | Death | 92 | 5 | Disease | disease | death
32571912 | @DISEASE_Respiratory_Tract_Infections | Respiratory Tract Infections | 105 | 30 | Disease | disease | respiratory poxvirus infection
32571912 | @GENE_TNF | Tnf | 147 | 21 | Gene | gene | tumor necrosis factor
32571912 | @GENE_TNF | Tnf | 170 | 3 | Gene | gene | TNF
32571912 | @GENE_TNF | Tnf | 245 | 3 | Gene | gene | TNF
32571912 | @GENE_TNF | Tnf | 250 | 3 | Gene | gene | TNF
32571912 | @DISEASE_Ectromelia | Ectromelia | 299 | 30 | Disease | disease | respiratory ectromelia virus (
32571912 | @GENE_TNF | Tnf | 378 | 3 | Gene | gene | TNF
32571912 | @GENE_TNF | Tnf | 496 | 3 | Gene | gene | TNF
32571912 | @DISEASE_Neoplasms | Neoplasms | 525 | 14 | Disease | disease | TNF deficiency
32571912 | @DISEASE_Lung_Diseases | Lung Diseases | 609 | 14 | Disease | disease | lung pathology
32571912 | @GENE_IL6 | Il6 | 666 | 18 | Gene | gene | interleukin (IL)-6
32571912 | @GENE_IL10 | Il10 | 686 | 5 | Gene | gene | IL-10
32571912 | @GENE_TGFB1 | Tgfb1 | 726 | 8 | Gene | gene | TGF-beta
32571912 | @GENE_IFNG | Ifng | 741 | 16 | Gene | gene | interferon gamma
32571912 | @GENE_IFNG | Ifng | 759 | 9 | Gene | gene | IFN-gamma
32571912 | @DISEASE_Lung_Diseases | Lung Diseases | 832 | 14 | Disease | disease | lung pathology
32571912 | @GENE_TNF | Tnf | 850 | 3 | Gene | gene | TNF
32571912 | @GENE_STAT3 | Stat3 | 923 | 5 | Gene | gene | STAT3
32571912 | @GENE_PIAS3 | Pias3 | 930 | 5 | Gene | gene | PIAS3
32571912 | @GENE_SOCS3 | Socs3 | 944 | 34 | Gene | gene | suppressor of cytokine signaling 3
32571912 | @GENE_SOCS3 | Socs3 | 980 | 5 | Gene | gene | SOCS3
32571912 | @GENE_STAT3 | Stat3 | 1009 | 5 | Gene | gene | STAT3
32571912 | @GENE_STAT3 | Stat3 | 1055 | 5 | Gene | gene | STAT3
32571912 | @DISEASE_Lung_Diseases | Lung Diseases | 1098 | 14 | Disease | disease | lung pathology
32571912 | @GENE_IL6 | Il6 | 1142 | 4 | Gene | gene | IL-6
32571912 | @GENE_TGFB1 | Tgfb1 | 1150 | 8 | Gene | gene | TGF-beta
32571912 | @GENE_TNF | Tnf | 1169 | 3 | Gene | gene | TNF
32571912 | @DISEASE_Infections | Infections | 1206 | 9 | Disease | disease | infection
32571912 | @DISEASE_Pneumonia | Pneumonia | 1274 | 17 | Disease | disease | lung inflammation
32571912 | @DISEASE_Pneumonia | Pneumonia | 1453 | 17 | Disease | disease | lung inflammation
32784646 | @GENE_MSX1 | Msx1 | 13 | 4 | Gene | gene | Msx1
32784646 | @GENE_PIAS4 | Pias4 | 18 | 5 | Gene | gene | PIASy
32784646 | @GENE_MSX1 | Msx1 | 109 | 4 | Gene | gene | Msx1
32784646 | @GENE_TRP53_PS | Trp53-ps | 131 | 3 | Gene | gene | p53
32784646 | @DISEASE_Neoplasms | Neoplasms | 145 | 5 | Disease | disease | tumor
32784646 | @GENE_MSX1 | Msx1 | 190 | 4 | Gene | gene | Msx1
32784646 | @DISEASE_Neoplasms | Neoplasms | 209 | 5 | Disease | disease | tumor
32784646 | @DISEASE_Neoplasms | Neoplasms | 293 | 5 | Disease | disease | tumor
32784646 | @CHEMICAL_Oxygen | Oxygen | 370 | 6 | Chemical | chemical | oxygen
32784646 | @DISEASE_Neoplasms | Neoplasms | 395 | 5 | Disease | disease | tumor
32784646 | @DISEASE_Neoplasms | Neoplasms | 448 | 5 | Disease | disease | tumor
32784646 | @GENE_MSX1 | Msx1 | 464 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | Msx1 | 547 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | Msx1 | 587 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | Msx1 | 643 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | Msx1 | 730 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | Msx1 | 811 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | Msx1 | 991 | 4 | Gene | gene | Msx1
32784646 | @GENE_PIAS4 | Pias4 | 1079 | 5 | Gene | gene | PIASy
32784646 | @GENE_PIAS4 | Pias4 | 1086 | 37 | Gene | gene | protein inhibitor of activated STAT Y
32784646 | @GENE_MSX1 | Msx1 | 1136 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | Msx1 | 1191 | 4 | Gene | gene | Msx1
32784646 | @GENE_PIAS4 | Pias4 | 1225 | 5 | Gene | gene | PIASy
32784646 | @GENE_MSX1 | Msx1 | 1330 | 4 | Gene | gene | Msx1
32784646 | @GENE_VEGFA | VEGFA | 1371 | 4 | Gene | gene | VEGF
32784646 | @GENE_PIAS4 | Pias4 | 1392 | 5 | Gene | gene | PIASy
32784646 | @GENE_MSX1 | Msx1 | 1409 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | MSX1 | 1447 | 4 | Gene | gene | Msx1
32784646 | @GENE_PIAS4 | Pias4 | 1474 | 5 | Gene | gene | PIASy
32784646 | @GENE_MSX1 | Msx1 | 1548 | 4 | Gene | gene | Msx1
32784646 | @GENE_PIAS4 | Pias4 | 1612 | 5 | Gene | gene | PIASy
32784646 | @GENE_MSX1 | Msx1 | 1618 | 4 | Gene | gene | Msx1
32784646 | @GENE_MSX1 | Msx1 | 1638 | 4 | Gene | gene | Msx1
34459572 | @GENE_PIAS1 | Pias1 | 892 | 5 | Gene | gene | PIAS1
34459572 | @GENE_PIAS3 | Pias3 | 902 | 5 | Gene | gene | PIAS3
34459572 | @GENE_PIAS1 | Pias1 | 1022 | 5 | Gene | gene | PIAS1
34459572 | @GENE_PIAS3 | Pias3 | 1032 | 5 | Gene | gene | PIAS3
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 0 | 9 | Chemical | chemical | Digitoxin
34717917 | @GENE_HIF1A | HIF1A | 82 | 10 | Gene | gene | HIF-1alpha
34717917 | @GENE_STAT3 | STAT3 | 97 | 5 | Gene | gene | STAT3
34717917 | @GENE_KRAS | KRAS | 106 | 4 | Gene | gene | KRAS
34717917 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 124 | 12 | Disease | disease | colon cancer
34717917 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 144 | 12 | Disease | disease | Colon cancer
34717917 | @GENE_KRAS | KRAS | 178 | 4 | Gene | gene | KRAS
34717917 | @CHEMICAL_Cetuximab | Cetuximab | 200 | 9 | Chemical | chemical | cetuximab
34717917 | @GENE_EGFR | EGFR | 244 | 32 | Gene | gene | epidermal growth factor receptor
34717917 | @GENE_KRAS | KRAS | 348 | 4 | Gene | gene | KRAS
34717917 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 361 | 17 | Disease | disease | colorectal cancer
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 380 | 9 | Chemical | chemical | Digitoxin
34717917 | @DISEASE_Neoplasms | Neoplasms | 486 | 7 | Disease | disease | cancers
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 533 | 9 | Chemical | chemical | digitoxin
34717917 | @GENE_KRAS | KRAS | 546 | 4 | Gene | gene | KRAS
34717917 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 564 | 12 | Disease | disease | colon cancer
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 628 | 9 | Chemical | chemical | digitoxin
34717917 | @CHEMICAL_Cetuximab | Cetuximab | 646 | 9 | Chemical | chemical | cetuximab
34717917 | @GENE_HIF1A | HIF1A | 693 | 31 | Gene | gene | hypoxia-inducible factor-1alpha
34717917 | @GENE_HIF1A | HIF1A | 726 | 10 | Gene | gene | HIF-1alpha
34717917 | @GENE_STAT3 | STAT3 | 739 | 50 | Gene | gene | signal transducer and activator of transcription 3
34717917 | @GENE_STAT3 | STAT3 | 791 | 5 | Gene | gene | STAT3
34717917 | @GENE_STAT3 | STAT3 | 804 | 5 | Gene | gene | STAT3
34717917 | @GENE_KRAS | KRAS | 821 | 4 | Gene | gene | KRAS
34717917 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 833 | 12 | Disease | disease | colon cancer
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 884 | 9 | Chemical | chemical | digitoxin
34717917 | @GENE_HIF1A | HIF1A | 904 | 10 | Gene | gene | HIF-1alpha
34717917 | @GENE_HIF1A | HIF1A | 976 | 10 | Gene | gene | HIF-1alpha
34717917 | @GENE_HIF1A | HIF1A | 1010 | 10 | Gene | gene | HIF-1alpha
34717917 | @GENE_RPS6KB1 | RPS6KB1 | 1089 | 6 | Gene | gene | p70S6K
34717917 | @GENE_EIF4EBP1 | EIF4EBP1 | 1101 | 23 | Gene | gene | eIF4E binding protein-1
34717917 | @GENE_EIF4EBP1 | EIF4EBP1 | 1126 | 6 | Gene | gene | 4E-BP1
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 1167 | 9 | Chemical | chemical | digitoxin
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 1178 | 9 | Chemical | chemical | Digitoxin
34717917 | @GENE_STAT3 | STAT3 | 1231 | 5 | Gene | gene | STAT3
34717917 | @GENE_PTEN | PTEN | 1319 | 4 | Gene | gene | PTEN
34717917 | @GENE_NR0B2 | NR0B2 | 1326 | 4 | Gene | gene | SHP1
34717917 | @GENE_STAT3 | STAT3 | 1367 | 5 | Gene | gene | STAT3
34717917 | @GENE_PIAS3 | PIAS3 | 1374 | 5 | Gene | gene | PIAS3
34717917 | @GENE_STAT3 | STAT3 | 1403 | 5 | Gene | gene | STAT3
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 1421 | 9 | Chemical | chemical | digitoxin
34717917 | @GENE_HIF1A | HIF1A | 1441 | 10 | Gene | gene | HIF-1alpha
34717917 | @GENE_STAT3 | STAT3 | 1455 | 5 | Gene | gene | STAT3
34717917 | @GENE_KRAS | KRAS | 1483 | 4 | Gene | gene | KRAS
34717917 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1495 | 12 | Disease | disease | colon cancer
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 1525 | 9 | Chemical | chemical | digitoxin
34717917 | @GENE_HIF1A | HIF1A | 1646 | 10 | Gene | gene | HIF-1alpha
34717917 | @GENE_STAT3 | STAT3 | 1661 | 5 | Gene | gene | STAT3
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 1687 | 9 | Chemical | chemical | digitoxin
34717917 | @DISEASE_Neoplasms | Neoplasms | 1722 | 5 | Disease | disease | tumor
34717917 | @CHEMICAL_Digitoxin | Digitoxin | 1831 | 9 | Chemical | chemical | digitoxin
34717917 | @CHEMICAL_Cetuximab | Cetuximab | 1862 | 9 | Chemical | chemical | cetuximab
34717917 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1888 | 12 | Disease | disease | colon cancer
35256747 | @GENE_FKBP5 | Fkbp5 | 33 | 6 | Gene | gene | FKBP51
35256747 | @GENE_NR3C1 | Nr3c1 | 63 | 23 | Gene | gene | glucocorticoid receptor
35256747 | @GENE_FKBP5 | Fkbp5 | 97 | 6 | Gene | gene | FKBP51
35256747 | @GENE_NR3C1 | Nr3c1 | 137 | 23 | Gene | gene | glucocorticoid receptor
35256747 | @GENE_NR3C1 | Nr3c1 | 162 | 2 | Gene | gene | GR
35256747 | @GENE_FKBP5 | Fkbp5 | 182 | 6 | Gene | gene | FKBP51
35256747 | @DISEASE_Trauma_and_Stressor_Related_Disorders | Trauma and Stressor Related Disorders | 214 | 24 | Disease | disease | stress-related disorders
35256747 | @GENE_NR3C1 | Nr3c1 | 260 | 2 | Gene | gene | GR
35256747 | @GENE_FKBP5 | Fkbp5 | 295 | 6 | Gene | gene | FKBP51
35256747 | @GENE_FKBP5 | Fkbp5 | 319 | 6 | Gene | gene | FKBP51
35256747 | @GENE_NR3C1 | Nr3c1 | 349 | 2 | Gene | gene | GR
35256747 | @GENE_NR3C1 | Nr3c1 | 357 | 2 | Gene | gene | GR
35256747 | @GENE_FKBP5 | Fkbp5 | 360 | 6 | Gene | gene | FKBP51
35256747 | @GENE_FKBP5 | Fkbp5 | 461 | 6 | Gene | gene | FKBP51
35256747 | @GENE_NR3C1 | Nr3c1 | 502 | 2 | Gene | gene | GR
35256747 | @CHEMICAL_Clomipramine | Clomipramine | 637 | 12 | Chemical | chemical | clomipramine
35256747 | @GENE_FKBP5 | Fkbp5 | 661 | 6 | Gene | gene | FKBP51
35256747 | @CHEMICAL_Clomipramine | Clomipramine | 700 | 12 | Chemical | chemical | clomipramine
35256747 | @GENE_FKBP5 | Fkbp5 | 722 | 6 | Gene | gene | FKBP51
35256747 | @GENE_PIAS4 | Pias4 | 761 | 5 | Gene | gene | PIAS4
35256747 | @GENE_FKBP5 | Fkbp5 | 826 | 6 | Gene | gene | FKBP51
35256747 | @GENE_HSP90AA1 | Hsp90aa1 | 870 | 5 | Gene | gene | Hsp90
35256747 | @GENE_NR3C1 | Nr3c1 | 880 | 2 | Gene | gene | GR
35256747 | @GENE_FKBP4 | Fkbp4 | 896 | 6 | Gene | gene | FKBP52
35256747 | @GENE_NR3C1 | Nr3c1 | 930 | 2 | Gene | gene | GR
35256747 | @GENE_PIAS4 | Pias4 | 956 | 5 | Gene | gene | PIAS4
35256747 | @GENE_FKBP5 | Fkbp5 | 1008 | 6 | Gene | gene | FKBP51
35256747 | @GENE_NR3C1 | Nr3c1 | 1032 | 2 | Gene | gene | GR
35256747 | @CHEMICAL_Clomipramine | Clomipramine | 1042 | 12 | Chemical | chemical | clomipramine
35256747 | @CHEMICAL_Clomipramine | Clomipramine | 1157 | 12 | Chemical | chemical | clomipramine
35256747 | @GENE_FKBP5 | Fkbp5 | 1241 | 6 | Gene | gene | FKBP51
35256747 | @GENE_NR3C1 | Nr3c1 | 1296 | 2 | Gene | gene | GR
37197494 | @CHEMICAL_bufalin | bufalin | 0 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 19 | 34 | Disease | disease | esophageal squamous cell carcinoma
37197494 | @GENE_PIAS3 | PIAS3 | 84 | 5 | Gene | gene | PIAS3
37197494 | @GENE_STAT3 | STAT3 | 90 | 5 | Gene | gene | STAT3
37197494 | @DISEASE_Esophageal_Neoplasms | Esophageal Neoplasms | 127 | 17 | Disease | disease | Esophageal cancer
37197494 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 157 | 34 | Disease | disease | esophageal squamous cell carcinoma
37197494 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 193 | 4 | Disease | disease | ESCC
37197494 | @DISEASE_Neoplasms | Neoplasms | 212 | 15 | Disease | disease | malignant tumor
37197494 | @CHEMICAL_bufalin | bufalin | 252 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Neoplasms | Neoplasms | 281 | 5 | Disease | disease | tumor
37197494 | @CHEMICAL_bufalin | bufalin | 357 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 368 | 4 | Disease | disease | ESCC
37197494 | @CHEMICAL_bufalin | bufalin | 427 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 483 | 4 | Disease | disease | ESCC
37197494 | @CHEMICAL_bufalin | bufalin | 552 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Neoplasms | Neoplasms | 572 | 5 | Disease | disease | tumor
37197494 | @CHEMICAL_bufalin | bufalin | 647 | 7 | Chemical | chemical | Bufalin
37197494 | @CHEMICAL_bufalin | bufalin | 733 | 7 | Chemical | chemical | Bufalin
37197494 | @CHEMICAL_5_ethynyl_2'_deoxyuridine | 5-ethynyl-2'-deoxyuridine | 811 | 25 | Chemical | chemical | 5-ethynyl-2'-deoxyuridine
37197494 | @CHEMICAL_bufalin | bufalin | 917 | 7 | Chemical | chemical | Bufalin
37197494 | @CHEMICAL_bufalin | bufalin | 1028 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 1080 | 4 | Disease | disease | ESCC
37197494 | @CHEMICAL_bufalin | bufalin | 1141 | 7 | Chemical | chemical | Bufalin
37197494 | @CHEMICAL_bufalin | bufalin | 1347 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Neoplasms | Neoplasms | 1358 | 5 | Disease | disease | tumor
37197494 | @GENE_PIAS3 | PIAS3 | 1471 | 5 | Gene | gene | PIAS3
37197494 | @GENE_STAT3 | STAT3 | 1479 | 50 | Gene | gene | signal transducer and activator of transcription 3
37197494 | @GENE_STAT3 | STAT3 | 1531 | 5 | Gene | gene | STAT3
37197494 | @GENE_STAT3 | STAT3 | 1558 | 5 | Gene | gene | STAT3
37197494 | @GENE_STAT3 | STAT3 | 1567 | 5 | Gene | gene | STAT3
37197494 | @CHEMICAL_bufalin | bufalin | 1701 | 7 | Chemical | chemical | Bufalin
37197494 | @CHEMICAL_bufalin | bufalin | 1827 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Neoplasms | Neoplasms | 1901 | 5 | Disease | disease | tumor
37197494 | @CHEMICAL_bufalin | bufalin | 1925 | 7 | Chemical | chemical | Bufalin
37197494 | @DISEASE_Neoplasms | Neoplasms | 1947 | 5 | Disease | disease | tumor
37197494 | @DISEASE_Neoplasms | Neoplasms | 1991 | 6 | Disease | disease | tumors
37197494 | @GENE_PIAS3 | PIAS3 | 2049 | 5 | Gene | gene | PIAS3
37197494 | @CHEMICAL_bufalin | bufalin | 2078 | 7 | Chemical | chemical | Bufalin
37197494 | @GENE_PIAS3 | PIAS3 | 2126 | 5 | Gene | gene | PIAS3
37197494 | @GENE_STAT3 | STAT3 | 2160 | 5 | Gene | gene | STAT3
37197494 | @GENE_STAT3 | STAT3 | 2188 | 5 | Gene | gene | STAT3
37197494 | @GENE_PIAS3 | PIAS3 | 2215 | 5 | Gene | gene | PIAS3
37197494 | @CHEMICAL_bufalin | bufalin | 2266 | 7 | Chemical | chemical | Bufalin
37197494 | @CHEMICAL_bufalin | bufalin | 2354 | 7 | Chemical | chemical | Bufalin
37197494 | @GENE_PIAS3 | PIAS3 | 2449 | 5 | Gene | gene | PIAS3
37197494 | @GENE_STAT3 | STAT3 | 2455 | 5 | Gene | gene | STAT3
37392066 | @GENE_PIAS3 | PIAS3 | 0 | 36 | Gene | gene | Protein inhibitor of activated STAT3
37392066 | @GENE_PIAS3 | PIAS3 | 38 | 5 | Gene | gene | PIAS3
37392066 | @DISEASE_Psoriasis | Psoriasis | 56 | 9 | Disease | disease | psoriasis
37392066 | @DISEASE_Inflammation | Inflammation | 81 | 12 | Disease | disease | inflammation
37392066 | @DISEASE_Psoriasis | Psoriasis | 95 | 9 | Disease | disease | Psoriasis
37392066 | @DISEASE_Cryopyrin_Associated_Periodic_Syndromes | Cryopyrin-Associated Periodic Syndromes | 125 | 32 | Disease | disease | inflammatory multisystem disease
37392066 | @DISEASE_Inflammation | Inflammation | 196 | 12 | Disease | disease | inflammation
37392066 | @GENE_STAT3 | STAT3 | 237 | 50 | Gene | gene | Signal transducer and activator of transcription 3
37392066 | @GENE_STAT3 | STAT3 | 289 | 5 | Gene | gene | STAT3
37392066 | @DISEASE_Skin_Diseases | Skin Diseases | 388 | 22 | Disease | disease | psoriatic skin lesions
37392066 | @GENE_STAT3 | STAT3 | 472 | 5 | Gene | gene | STAT3
37392066 | @GENE_PIAS3 | PIAS3 | 491 | 36 | Gene | gene | protein inhibitor of activated STAT3
37392066 | @GENE_PIAS3 | PIAS3 | 529 | 5 | Gene | gene | PIAS3
37392066 | @DISEASE_Inflammation | Inflammation | 562 | 12 | Disease | disease | inflammation
37392066 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 578 | 9 | Disease | disease | psoriatic
37392066 | @GENE_PIAS3 | PIAS3 | 613 | 5 | Gene | gene | PIAS3
37392066 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 622 | 9 | Disease | disease | psoriatic
37392066 | @DISEASE_Psoriasis | Psoriasis | 817 | 9 | Disease | disease | psoriasis
37392066 | @CHEMICAL_Imiquimod | Imiquimod | 1212 | 9 | Chemical | chemical | imiquimod
37392066 | @CHEMICAL_Imiquimod | Imiquimod | 1223 | 3 | Chemical | chemical | IMQ
37392066 | @DISEASE_Dermatitis | Dermatitis | 1236 | 20 | Disease | disease | psoriatic dermatitis
37392066 | @GENE_PIAS3 | PIAS3 | 1384 | 5 | Gene | gene | PIAS3
37392066 | @DISEASE_Arthritis_Psoriatic | Arthritis Psoriatic | 1404 | 17 | Disease | disease | psoriatic lesions
37392066 | @GENE_PIAS3 | PIAS3 | 1446 | 5 | Gene | gene | PIAS3
37392066 | @GENE_TNF | TNF | 1588 | 27 | Gene | gene | tumor necrosis factor-alpha
37392066 | @GENE_TNF | TNF | 1617 | 9 | Gene | gene | TNF-alpha
37392066 | @GENE_IL6 | IL6 | 1629 | 13 | Gene | gene | interleukin-6
37392066 | @GENE_IL6 | IL6 | 1644 | 4 | Gene | gene | IL-6
37392066 | @GENE_CXCL8 | CXCL8 | 1651 | 13 | Gene | gene | interleukin-8
37392066 | @GENE_CXCL8 | CXCL8 | 1666 | 4 | Gene | gene | IL-8
37392066 | @GENE_KRT17 | KRT17 | 1677 | 10 | Gene | gene | keratin 17
37392066 | @GENE_KRT17 | KRT17 | 1689 | 3 | Gene | gene | K17
37392066 | @GENE_TP53 | TP53 | 1735 | 3 | Gene | gene | p53
37392066 | @DISEASE_Inflammation | Inflammation | 1777 | 12 | Disease | disease | inflammatory
37392066 | @GENE_PIAS3 | PIAS3 | 1824 | 5 | Gene | gene | PIAS3
37392066 | @GENE_STAT3 | STAT3 | 1870 | 5 | Gene | gene | STAT3
37392066 | @GENE_NFKB1 | NFKB1 | 1893 | 21 | Gene | gene | nuclear factor-kappaB
37392066 | @GENE_NFKB1 | NFKB1 | 1916 | 9 | Gene | gene | NF-kappaB
37392066 | @GENE_PIAS3 | PIAS3 | 1941 | 5 | Gene | gene | PIAS3
37392066 | @CHEMICAL_Imiquimod | Imiquimod | 1958 | 3 | Chemical | chemical | IMQ
37392066 | @DISEASE_Psoriasis | Psoriasis | 1970 | 9 | Disease | disease | psoriasis
37392066 | @DISEASE_Inflammation | Inflammation | 1985 | 12 | Disease | disease | inflammation
37392066 | @GENE_PIAS3 | PIAS3 | 2033 | 5 | Gene | gene | PIAS3
37392066 | @DISEASE_Psoriasis | Psoriasis | 2066 | 9 | Disease | disease | psoriasis
37392066 | @GENE_STAT3 | STAT3 | 2094 | 5 | Gene | gene | STAT3
37392066 | @GENE_NFKB1 | NFKB1 | 2100 | 9 | Gene | gene | NF-kappaB
37392066 | @GENE_TP53 | TP53 | 2132 | 3 | Gene | gene | p53
37392066 | @GENE_PIAS3 | PIAS3 | 2149 | 5 | Gene | gene | PIAS3
37392066 | @DISEASE_Psoriasis | Psoriasis | 2218 | 9 | Disease | disease | psoriasis
37586220 | @GENE_STAT3 | Stat3 | 45 | 5 | Gene | gene | STAT3
37586220 | @DISEASE_Atherosclerosis | Atherosclerosis | 63 | 15 | Disease | disease | atherosclerosis
37586220 | @DISEASE_Atherosclerosis | Atherosclerosis | 248 | 15 | Disease | disease | atherosclerosis
37586220 | @GENE_PIAS3 | Pias3 | 429 | 5 | Gene | gene | Pias3
37586220 | @DISEASE_Atherosclerosis | Atherosclerosis | 459 | 23 | Disease | disease | atherosclerotic lesions
37586220 | @GENE_PIAS3 | Pias3 | 535 | 5 | Gene | gene | Pias3
37586220 | @DISEASE_Atherosclerosis | Atherosclerosis | 577 | 15 | Disease | disease | atherosclerosis
37586220 | @GENE_PIAS3 | Pias3 | 622 | 5 | Gene | gene | Pias3
37586220 | @CHEMICAL_Cholesterol | Cholesterol | 681 | 11 | Chemical | chemical | cholesterol
37586220 | @DISEASE_Atherosclerosis | Atherosclerosis | 708 | 15 | Disease | disease | atherosclerosis
37586220 | @GENE_PIAS3 | Pias3 | 830 | 5 | Gene | gene | Pias3
37586220 | @GENE_PIAS3 | Pias3 | 903 | 5 | Gene | gene | Pias3
37586220 | @GENE_PIAS3 | Pias3 | 1018 | 5 | Gene | gene | Pias3
37586220 | @GENE_PIAS3 | Pias3 | 1064 | 5 | Gene | gene | Pias3
