38449806 | Association | Brain Injuries Diffuse | Ccl5
36092961 | Negative_Correlation | Irf1 | Pias1
36092961 | Negative_Correlation | Mapk14 | Pias1
36092961 | Association | Hypoxia | Pias1
36092961 | Association | Reperfusion Injury | Pias1
36092961 | Association | Reperfusion Injury | Stat1
36092961 | Association | Reperfusion Injury | Irf1
36092961 | Association | Reperfusion Injury | Mapk14
36092961 | Negative_Correlation | Liver Failure | Pias1
36092961 | Negative_Correlation | Inflammation | Pias1
36162807 | Positive_Correlation | Dexamethasone | Sarcopenia
36162807 | Association | Sarcopenia | Lgals3
36162807 | Association | Sarcopenia | TMEM132A
36162807 | Association | Sarcopenia | GBP2
36188600 | Association | Glutathione Disulfide | Thoracic Outlet Syndrome
36188600 | Association | Glutathione Disulfide | Ldha
36188600 | Association | Glutathione Disulfide | Gstt1
36188600 | Association | Glutathione Disulfide | Ldhb
36188600 | Association | Glutathione Disulfide | Hsd17b10
36188600 | Association | Glutathione Disulfide | Echs1
36557946 | Negative_Correlation | Oligopeptides | Inflammation
36557946 | Negative_Correlation | Lipopolysaccharides | LGALS1
36557946 | Association | Inflammation | ISYNA1
36557946 | Association | Inflammation | LGALS1
36557946 | Association | Inflammation | TLR4
36557946 | Association | Lipopolysaccharides | TLR4
36557946 | Association | Inflammation | HMOX1
36557946 | Positive_Correlation | Lipopolysaccharides | Inflammation
36557946 | Association | Inflammation | KEAP1
36744765 | Negative_Correlation | Doxycycline | Influenza Human
36744765 | Association | Influenza Human | Mx1
36744765 | Positive_Correlation | Doxycycline | Mx1
36744765 | Positive_Correlation | Ifna | Gbp2b
36769182 | Association | Esx1 | Lgals3
36905375 | Association | Morphine | Ppara
36905375 | Negative_Correlation | Gabapentin | Pain
36905375 | Negative_Correlation | Morphine | Inflammation
36905375 | Cotreatment | palmidrol | Morphine
36905375 | Cotreatment | palmidrol | Gabapentin
36905375 | Association | palmidrol | Ppara
36905375 | Association | Gabapentin | Ppara
36905375 | Comparison | Gabapentin | Morphine
36905375 | Negative_Correlation | palmidrol | Formaldehyde
36905375 | Negative_Correlation | Gabapentin | Inflammation
36905375 | Negative_Correlation | Morphine | Pain
37052473 | Association | IFNG | CAPRIN1
37052473 | Bind | CAPRIN1 | ATG16L1
37393345 | Association | Bronchial Hyperreactivity | p.K1007R
37393345 | Negative_Correlation | IL13 | ROCK2
37393345 | Association | Inflammation | #9475#
37393345 | Association | Bronchial Hyperreactivity | #9475#
37393345 | Association | RHOA | ROCK2
37393345 | Association | Inflammation | p.K1007R
37393345 | Positive_Correlation | PIAS1 | ROCK2
37393345 | Association | Inflammation | ROCK2
37393345 | Association | Bronchial Hyperreactivity | ROCK2
37393345 | Association | Asthma | ROCK2
37481182 | Positive_Correlation | Dextran Sulfate | Inflammatory Bowel Diseases
37532089 | Association | Pancreatitis | Fto
37532089 | Association | Wounds and Injuries | Fto
37532089 | Association | Wounds and Injuries | Foxa2
37532089 | Association | Ceruletide | Fto
37532089 | Association | Ceruletide | Foxa2
37532089 | Association | Foxa2 | Pias1
37532089 | Positive_Correlation | Ceruletide | Pancreatitis
37532089 | Association | Ceruletide | Pias1
37532089 | Association | Fto | Pias1
37532089 | Negative_Correlation | Fto | Pias1
37532089 | Association | Pancreatitis | Foxa2
37532089 | Association | Inflammation | Foxa2
37532089 | Negative_Correlation | Ceruletide | Pias1
37532089 | Positive_Correlation | Ceruletide | Inflammation
37532089 | Positive_Correlation | Ceruletide | Wounds and Injuries
37532089 | Association | Pancreatitis | Pias1
37532089 | Negative_Correlation | Inflammation | Pias1
37532089 | Association | Inflammation | Fto
37532089 | Association | Wounds and Injuries | Pias1
37546987 | Association | Gbp2 | Nos2
37546987 | Association | Lgals3 | Nos2
37546987 | Positive_Correlation | Ifng | Nos2
37546987 | Association | Reactive Nitrogen Species | Nos2
37546987 | Association | Nitric Oxide | Nos2
37846815 | Negative_Correlation | Gemcitabine | NMI
37846815 | Association | Neoplasms | NMI
37846815 | Association | MYCN | NMI
37846815 | Positive_Correlation | Ifit3 | Nmi
37846815 | Association | MYCN | Nmi
37846815 | Association | Neoplasms | Nmi
37846815 | Association | Gemcitabine | Stat3
37846815 | Negative_Correlation | Gemcitabine | Carcinoma Pancreatic Ductal
37846815 | Association | Ifit3 | Stat3
37846815 | Association | Stat3 | NMI
37846815 | Positive_Correlation | Carcinoma Pancreatic Ductal | NMI
37846815 | Association | Carcinoma Pancreatic Ductal | MYCN
37846815 | Association | BRCA1 | NMI
37846815 | Association | Carcinoma Pancreatic Ductal | Nmi
37846815 | Association | Pancreatic Neoplasms | NMI
37846815 | Association | Gemcitabine | Ifit3
37846815 | Negative_Correlation | Gemcitabine | Pancreatic Neoplasms
37846815 | Association | Stat3 | Nmi
37846815 | Negative_Correlation | Gemcitabine | Nmi
37846815 | Positive_Correlation | Ifit3 | NMI
38015971 | Negative_Correlation | Lipopolysaccharides | Polysaccharides
38015971 | Negative_Correlation | Polysaccharides | Inflammation
38015971 | Negative_Correlation | Polysaccharides | Diabetes Mellitus
38015971 | Negative_Correlation | Polysaccharides | Neoplasms
38102979 | Association | AKT1 | NOS3
38102979 | Association | Cardiovascular Diseases | PIAS1
38102979 | Positive_Correlation | PIK3R1 | PIAS1
38102979 | Association | NOS3 | PIAS1
38102979 | Positive_Correlation | PTK2B | PIAS1
38102979 | Positive_Correlation | Nitric Oxide | PIAS1
38102979 | Association | Atherosclerosis | PIAS1
38102979 | Association | Vascular System Injuries | NOS3
38102979 | Negative_Correlation | Malondialdehyde | PIAS1
38102979 | Association | NOS3 | PIK3R1
38102979 | Association | AKT1 | PIAS1
38102979 | Association | Vascular Diseases | Pias1
38102979 | Association | PTK2B | NOS3
38102979 | Association | Hyperlipidemias | PIAS1
38102979 | Association | Vascular System Injuries | PIAS1
38141281 | Negative_Correlation | caryophyllene oxide | Neoplasms
38141281 | Negative_Correlation | caryophyllene oxide | Cisplatin
38141281 | Negative_Correlation | caryophyllene oxide | Mitoxantrone
38141281 | Negative_Correlation | caryophyllene oxide | Congenital contractural arachnodactyly
38141281 | Negative_Correlation | caryophyllene oxide | Sorafenib
38141281 | Negative_Correlation | caryophyllene oxide | ABCC2
38141281 | Association | Cholangiocarcinoma | ABCB6
38141281 | Positive_Correlation | Fluorouracil | BCRP1
38141281 | Positive_Correlation | Irinotecan | BCRP1
38141281 | Negative_Correlation | caryophyllene oxide | ABCC1
38141281 | Association | Mitoxantrone | BCRP1
38141281 | Negative_Correlation | caryophyllene oxide | Cholangiocarcinoma
38141281 | Association | Congenital contractural arachnodactyly | BCRP1
38141281 | Negative_Correlation | caryophyllene oxide | Fluorouracil
38141281 | Negative_Correlation | caryophyllene oxide | Carcinoma Hepatocellular
38141281 | Negative_Correlation | caryophyllene oxide | Irinotecan
38141281 | Negative_Correlation | caryophyllene oxide | Gemcitabine
38141281 | Association | Cholangiocarcinoma | BCRP1
38141281 | Negative_Correlation | caryophyllene oxide | ABCB1
38141281 | Positive_Correlation | Cisplatin | BCRP1
38141281 | Positive_Correlation | Gemcitabine | BCRP1
38141281 | Positive_Correlation | Sorafenib | BCRP1
38141281 | Negative_Correlation | caryophyllene oxide | BCRP1
38153635 | Association | Cct5 | Pias1
38153635 | Association | Cct5 | Esr1
38153635 | Association | Cct5 | Hoxa1
38153635 | Bind | Cct5 | Tcp1
38153635 | Association | Cct5 | Trp53
38153635 | Association | Cct5 | Myc
38153635 | Bind | Cct6a | Tcp1
38164132 | Association | SIRPA | Cd47
38164132 | Association | Neoplasms | SIRPA
38164132 | Association | Copper-64 | Neoplasms
38409551 | Association | USP38 | PIAS1
38409551 | Association | Adenocarcinoma of Lung | KLF5
38409551 | Association | SENP2 | USP38
38409551 | Association | Adenocarcinoma of Lung | USP38
38409551 | Association | KLF5 | USP38
38459198 | Association | EREG | TEAD1
38459198 | Association | Liver Diseases | EREG
38459198 | Association | Fatty Liver | Esr1
38459198 | Association | Lipids | TEAD1
38459198 | Association | Liver Diseases | TEAD1
38459198 | Association | Lipids | Esr1
38459198 | Association | Esr1 | TEAD1
38459198 | Association | Fatty Liver | TEAD1
38475864 | Negative_Correlation | A-trisaccharide | atr
38475864 | Association | Glioma | atr
38475864 | Negative_Correlation | A-trisaccharide | Glioma
1314162 | Positive_Correlation | IFIT2 | IFN1@
1314162 | Positive_Correlation | IFNB1 | ISG15
1314162 | Positive_Correlation | IFIT2 | IFNA8
1314162 | Positive_Correlation | IFN1@ | ISG15
1314162 | Association | HADHA | IFNG
1314162 | Positive_Correlation | IFNA8 | ISG15
1314162 | Positive_Correlation | IFIT2 | IFNB1
8049075 | Positive_Correlation | HLA-DRA | IFNG
8049075 | Negative_Correlation | IFNG | CDK1
8049075 | Positive_Correlation | IFNG | CD33
8049075 | Positive_Correlation | IFNG | TMEM132A
8049075 | Negative_Correlation | E2F1 | IFNG
8049075 | Negative_Correlation | IFNG | TP53
8049075 | Positive_Correlation | HLA-DRB6 | IFNG
9315472 | Positive_Correlation | IFNG | CIITA
9315472 | Association | Neoplasms | IFNG
9315472 | Association | Neoplasms | CIITA
10860663 | Association | Watermelon stomach disease | DDX21
