31679624 | @GENE_CLCN3 | Clcn3 | 0 | 5 | Gene | gene | ClC-3
34535012 | @DISEASE_Respiratory_Tract_Diseases | Respiratory Tract Diseases | 932 | 16 | Disease | disease | systemic illness
34535012 | @GENE_UNC13D | UNC13D | 1134 | 6 | Gene | gene | UNC13D
34535012 | @GENE_PIAS3 | PIAS3 | 1142 | 5 | Gene | gene | PIAS3
34535012 | @GENE_KMT2D | KMT2D | 1153 | 5 | Gene | gene | KMT2D
34535012 | @GENE_IL6 | IL6 | 1281 | 3 | Gene | gene | IL6
34535012 | @GENE_STAT3 | STAT3 | 1289 | 5 | Gene | gene | STAT3
34535012 | @GENE_TNF | TNF | 1312 | 27 | Gene | gene | tumor necrosis factor-alpha
34535012 | @GENE_NFKB1 | NFKB1 | 1354 | 10 | Gene | gene | NF-kappaB.
34535012 | @GENE_CCR4 | CCR4 | 1365 | 4 | Gene | gene | CCR4
34535012 | @DISEASE_Subcutaneous_panniculitis_like_T_cell_lymphoma | Subcutaneous panniculitis-like T-cell lymphoma | 1525 | 5 | Disease | disease | SPTCL
34535012 | @GENE_HAVCR2 | HAVCR2 | 1605 | 6 | Gene | gene | HAVCR2
34535012 | @DISEASE_Subcutaneous_panniculitis_like_T_cell_lymphoma | Subcutaneous panniculitis-like T-cell lymphoma | 1780 | 5 | Disease | disease | SPTCL
34535012 | @DISEASE_Subcutaneous_panniculitis_like_T_cell_lymphoma | Subcutaneous panniculitis-like T-cell lymphoma | 1952 | 5 | Disease | disease | SPTCL
35106192 | @CHEMICAL_baricitinib | baricitinib | 7 | 11 | Chemical | chemical | Baricitinib
35106192 | @CHEMICAL_remdesivir | remdesivir | 39 | 10 | Chemical | chemical | Remdesivir
35106192 | @CHEMICAL_Steroids | Steroids | 54 | 7 | Chemical | chemical | Steroid
35106192 | @DISEASE_COVID_19 | COVID-19 | 65 | 8 | Disease | disease | COVID-19
35106192 | @DISEASE_COVID_19 | COVID-19 | 155 | 61 | Disease | disease | infected with severe acute respiratory syndrome coronavirus 2
35106192 | @DISEASE_COVID_19 | COVID-19 | 218 | 10 | Disease | disease | SARS-CoV-2
35106192 | @CHEMICAL_baricitinib | baricitinib | 264 | 11 | Chemical | chemical | Baricitinib
35106192 | @GENE_JAK1 | JAK1 | 298 | 4 | Gene | gene | JAK1
35106192 | @GENE_JAK2 | JAK2 | 303 | 4 | Gene | gene | JAK2
35106192 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 332 | 20 | Disease | disease | rheumatoid arthritis
35106192 | @DISEASE_COVID_19 | COVID-19 | 407 | 10 | Disease | disease | SARS-CoV-2
35106192 | @GENE_ACE2 | ACE2 | 435 | 33 | Gene | gene | angiotensin-converting enzyme 2 (
35106192 | @CHEMICAL_baricitinib | baricitinib | 540 | 11 | Chemical | chemical | baricitinib
35106192 | @DISEASE_COVID_19 | COVID-19 | 555 | 24 | Disease | disease | coronavirus disease 2019
35106192 | @DISEASE_COVID_19 | COVID-19 | 581 | 8 | Disease | disease | COVID-19
35106192 | @DISEASE_COVID_19 | COVID-19 | 659 | 8 | Disease | disease | COVID-19
35106192 | @DISEASE_COVID_19 | COVID-19 | 995 | 8 | Disease | disease | COVID-19
35106192 | @CHEMICAL_baricitinib | baricitinib | 1026 | 11 | Chemical | chemical | baricitinib
35106192 | @CHEMICAL_baricitinib | baricitinib | 1308 | 11 | Chemical | chemical | baricitinib
35106192 | @CHEMICAL_remdesivir | remdesivir | 1387 | 10 | Chemical | chemical | remdesivir
35106192 | @CHEMICAL_baricitinib | baricitinib | 1414 | 11 | Chemical | chemical | baricitinib
35106192 | @CHEMICAL_baricitinib | baricitinib | 1476 | 11 | Chemical | chemical | Baricitinib
35106192 | @CHEMICAL_remdesivir | remdesivir | 1506 | 10 | Chemical | chemical | remdesivir
35106192 | @CHEMICAL_Dexamethasone | Dexamethasone | 1521 | 13 | Chemical | chemical | dexamethasone
35106192 | @DISEASE_COVID_19 | COVID-19 | 1600 | 8 | Disease | disease | COVID-19
35106192 | @CHEMICAL_baricitinib | baricitinib | 1689 | 11 | Chemical | chemical | baricitinib
35106192 | @CHEMICAL_remdesivir | remdesivir | 1702 | 10 | Chemical | chemical | remdesivir
35106192 | @CHEMICAL_Dexamethasone | Dexamethasone | 1718 | 13 | Chemical | chemical | dexamethasone
35106192 | @CHEMICAL_baricitinib | baricitinib | 1897 | 11 | Chemical | chemical | baricitinib
35109786 | @GENE_NRP1 | NRP1 | 28 | 12 | Gene | gene | neuropilin-1
35109786 | @GENE_BSG | BSG | 52 | 5 | Gene | gene | CD147
35109786 | @DISEASE_COVID_19 | COVID-19 | 61 | 8 | Disease | disease | COVID-19
35109786 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 81 | 26 | Disease | disease | neurodegenerative diseases
35109786 | @DISEASE_COVID_19 | COVID-19 | 179 | 30 | Disease | disease | novel coronavirus disease 2019
35109786 | @DISEASE_COVID_19 | COVID-19 | 211 | 8 | Disease | disease | COVID-19
35109786 | @DISEASE_COVID_19 | COVID-19 | 340 | 47 | Disease | disease | severe acute respiratory syndrome coronavirus 2
35109786 | @DISEASE_COVID_19 | COVID-19 | 389 | 10 | Disease | disease | SARS-CoV-2
35109786 | @DISEASE_COVID_19 | COVID-19 | 480 | 10 | Disease | disease | SARS-CoV-2
35109786 | @DISEASE_COVID_19 | COVID-19 | 629 | 10 | Disease | disease | SARS-CoV-2
35109786 | @GENE_ACE | ACE | 667 | 29 | Gene | gene | angiotensin-converting enzyme
35109786 | @GENE_ACE2 | ACE2 | 698 | 4 | Gene | gene | ACE2
35109786 | @GENE_NRP1 | NRP1 | 739 | 12 | Gene | gene | neuropilin 1
35109786 | @GENE_NRP1 | NRP1 | 753 | 5 | Gene | gene | NRP-1
35109786 | @GENE_BSG | BSG | 771 | 5 | Gene | gene | CD147
35109786 | @DISEASE_COVID_19 | COVID-19 | 880 | 10 | Disease | disease | SARS-CoV-2
35109786 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 912 | 26 | Disease | disease | neurodegenerative diseases
35109786 | @DISEASE_COVID_19 | COVID-19 | 1005 | 20 | Disease | disease | SARS-CoV-2 infection
35109786 | @DISEASE_Neuroinflammatory_Diseases | Neuroinflammatory Diseases | 1090 | 28 | Disease | disease | neuroinflammatory conditions
35109786 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 1150 | 27 | Disease | disease | neurodegenerative disorders
35109786 | @DISEASE_COVID_19 | COVID-19 | 1194 | 8 | Disease | disease | COVID-19
35109786 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 1296 | 26 | Disease | disease | neurodegenerative diseases
36208271 | @GENE_IFNG | IFNG | 110 | 16 | Gene | gene | Interferon-gamma
36208271 | @GENE_IFNG | IFNG | 243 | 16 | Gene | gene | interferon-gamma
36208271 | @GENE_IFNG | IFNG | 261 | 9 | Gene | gene | IFN-gamma
36208271 | @GENE_IFNG | IFNG | 471 | 9 | Gene | gene | IFN-gamma
36208271 | @GENE_MAPK1 | MAPK1 | 710 | 3 | Gene | gene | ERK
36208271 | @GENE_AKT1 | AKT1 | 723 | 3 | Gene | gene | AKT
36208271 | @GENE_IFNG | IFNG | 807 | 9 | Gene | gene | IFN-gamma
36208271 | @GENE_CXCL9 | CXCL9 | 1014 | 5 | Gene | gene | CXCL9
36208271 | @GENE_CXCL10 | CXCL10 | 1021 | 6 | Gene | gene | CXCL10
36208271 | @GENE_CXCL11 | CXCL11 | 1032 | 6 | Gene | gene | CXCL11
36208271 | @GENE_APOL1 | APOL1 | 1044 | 4 | Gene | gene | APOL
36208271 | @GENE_APOL1 | APOL1 | 1066 | 5 | Gene | gene | APOL1
36208271 | @GENE_APOL2 | APOL2 | 1073 | 5 | Gene | gene | APOL2
36208271 | @GENE_APOL3 | APOL3 | 1080 | 5 | Gene | gene | APOL3
36208271 | @GENE_APOL4 | APOL4 | 1087 | 5 | Gene | gene | APOL4
36208271 | @GENE_APOL6 | APOL6 | 1094 | 5 | Gene | gene | APOL6
36208271 | @GENE_PIAS1 | PIAS1 | 1104 | 3 | Gene | gene | GBP
36208271 | @GENE_GBP1 | GBP1 | 1115 | 4 | Gene | gene | GBP1
36208271 | @GENE_GBP2 | GBP2 | 1121 | 4 | Gene | gene | GBP2
36208271 | @GENE_GBP3 | GBP3 | 1127 | 4 | Gene | gene | GBP3
36208271 | @GENE_GBP4 | GBP4 | 1133 | 4 | Gene | gene | GBP4
36208271 | @GENE_GBP5 | GBP5 | 1142 | 4 | Gene | gene | GBP5
36208271 | @GENE_IFNG | IFNG | 1190 | 9 | Gene | gene | IFN-gamma
36208271 | @GENE_STAT3 | STAT3 | 1227 | 5 | Gene | gene | STAT3
36208271 | @GENE_APOL1 | APOL1 | 1281 | 5 | Gene | gene | APOL1
36208271 | @GENE_APOL4 | APOL4 | 1288 | 5 | Gene | gene | APOL4
36208271 | @GENE_GBP1 | GBP1 | 1295 | 4 | Gene | gene | GBP1
36208271 | @GENE_GBP4 | GBP4 | 1301 | 4 | Gene | gene | GBP4
36208271 | @GENE_GBP5 | GBP5 | 1310 | 4 | Gene | gene | GBP5
36208271 | @GENE_IFNG | IFNG | 1332 | 9 | Gene | gene | IFN-gamma
36208271 | @GENE_MAPK1 | MAPK1 | 1354 | 3 | Gene | gene | ERK
36208271 | @GENE_CXCL10 | CXCL10 | 1406 | 6 | Gene | gene | CXCL10
36208271 | @GENE_AKT1 | AKT1 | 1424 | 3 | Gene | gene | AKT
36208271 | @GENE_APOL1 | APOL1 | 1476 | 11 | Gene | gene | APOL1,APOL4
36208271 | @GENE_APOL6 | APOL6 | 1489 | 5 | Gene | gene | APOL6
36208271 | @GENE_GBP1 | GBP1 | 1496 | 4 | Gene | gene | GBP1
36208271 | @GENE_GBP5 | GBP5 | 1505 | 4 | Gene | gene | GBP5
36208271 | @GENE_IFNG | IFNG | 1527 | 9 | Gene | gene | IFN-gamma
36208271 | @GENE_CXCL9 | CXCL9 | 1608 | 5 | Gene | gene | CXCL9
36208271 | @GENE_APOL3 | APOL3 | 1671 | 5 | Gene | gene | APOL3
36208271 | @GENE_IFNG | IFNG | 1700 | 9 | Gene | gene | IFN-gamma
36208271 | @GENE_APOL1 | APOL1 | 1748 | 4 | Gene | gene | APOL
36208271 | @GENE_PIAS1 | PIAS1 | 1757 | 3 | Gene | gene | GBP
36208271 | @GENE_AKT1 | AKT1 | 1817 | 3 | Gene | gene | AKT
36208271 | @GENE_STAT3 | STAT3 | 1826 | 5 | Gene | gene | STAT3
36208271 | @GENE_MAPK1 | MAPK1 | 1841 | 3 | Gene | gene | ERK
36224441 | @DISEASE_Carcinogenesis | Carcinogenesis | 91 | 23 | Disease | disease | cervical carcinogenesis
36224441 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 301 | 15 | Disease | disease | cervical cancer
36224441 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 435 | 18 | Disease | disease | cervical neoplasms
36224441 | @GENE_STAT3 | STAT3 | 535 | 5 | Gene | gene | STAT3
36224441 | @DISEASE_Uterine_Cervicitis | Uterine Cervicitis | 737 | 16 | Disease | disease | cervical lesions
36224441 | @GENE_IL4 | IL4 | 1048 | 3 | Gene | gene | IL4
36224441 | @GENE_STAT5A | STAT5A | 1053 | 6 | Gene | gene | STAT5A
36224441 | @GENE_STAT4 | STAT4 | 1061 | 5 | Gene | gene | STAT4
36224441 | @GENE_JAK3 | JAK3 | 1072 | 4 | Gene | gene | JAK3
36224441 | @GENE_IL4R | IL4R | 1146 | 4 | Gene | gene | IL4R
36224441 | @GENE_IRF1 | IRF1 | 1152 | 4 | Gene | gene | IRF1
36224441 | @GENE_EGFR | EGFR | 1158 | 4 | Gene | gene | EGFR
36224441 | @GENE_OAS1 | OAS1 | 1164 | 4 | Gene | gene | OAS1
36224441 | @GENE_PIAS1 | PIAS1 | 1170 | 5 | Gene | gene | PIAS1
36224441 | @GENE_STAT4 | STAT4 | 1177 | 5 | Gene | gene | STAT4
36224441 | @GENE_STAT5A | STAT5A | 1188 | 6 | Gene | gene | STAT5A
36224441 | @GENE_STAT3 | STAT3 | 1350 | 5 | Gene | gene | STAT3
36224441 | @GENE_EGFR | EGFR | 1373 | 4 | Gene | gene | EGFR
36224441 | @GENE_IL4R | IL4R | 1382 | 4 | Gene | gene | IL4R
36224441 | @GENE_STAT3 | STAT3 | 1434 | 5 | Gene | gene | STAT3
36224441 | @GENE_STAT3 | STAT3 | 1608 | 5 | Gene | gene | STAT3
36224441 | @GENE_STAT3 | STAT3 | 1707 | 5 | Gene | gene | STAT3
36224441 | @DISEASE_Carcinogenesis | Carcinogenesis | 1737 | 23 | Disease | disease | cervical carcinogenesis
36899906 | @CHEMICAL_Okadaic_Acid | Okadaic Acid | 0 | 12 | Chemical | chemical | Okadaic Acid
36899906 | @CHEMICAL_Okadaic_Acid | Okadaic Acid | 91 | 12 | Chemical | chemical | Okadaic acid
36899906 | @CHEMICAL_Okadaic_Acid | Okadaic Acid | 105 | 2 | Chemical | chemical | OA
36899906 | @DISEASE_Shellfish_Poisoning | Shellfish Poisoning | 258 | 29 | Disease | disease | diarrheic shellfish poisoning
36899906 | @DISEASE_Shellfish_Poisoning | Shellfish Poisoning | 289 | 3 | Disease | disease | DSP
36899906 | @CHEMICAL_Okadaic_Acid | Okadaic Acid | 346 | 2 | Chemical | chemical | OA
36899906 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 377 | 12 | Disease | disease | cytotoxicity
36899906 | @GENE_CYP4F3 | CYP4F3 | 667 | 15 | Gene | gene | cytochrome P450
36899906 | @GENE_CYP4F3 | CYP4F3 | 684 | 3 | Gene | gene | CYP
36899906 | @GENE_NR1I2 | NR1I2 | 723 | 19 | Gene | gene | pregnane X receptor
36899906 | @GENE_NR1I2 | NR1I2 | 744 | 3 | Gene | gene | PXR
36899906 | @GENE_RXRA | RXRA | 753 | 25 | Gene | gene | retinoid-X-receptor alpha
36899906 | @GENE_RXRA | RXRA | 780 | 8 | Gene | gene | RXRalpha
36899906 | @CHEMICAL_Okadaic_Acid | Okadaic Acid | 793 | 2 | Chemical | chemical | OA
36899906 | @GENE_NFKB1 | NFKB1 | 804 | 9 | Gene | gene | NF-kappaB
36899906 | @GENE_NFKB1 | NFKB1 | 922 | 9 | Gene | gene | NF-kappaB
36899906 | @GENE_STAT3 | STAT3 | 1050 | 5 | Gene | gene | STAT3
36899906 | @GENE_NFKB1 | NFKB1 | 1077 | 9 | Gene | gene | NF-kappaB
36899906 | @CHEMICAL_4_methyl_N1_(3_phenylpropyl)benzene_1_2_diamine | 4-methyl-N1-(3-phenylpropyl)benzene-1 2-diamine | 1098 | 6 | Chemical | chemical | JSH-23
36899906 | @CHEMICAL_methysticin | methysticin | 1109 | 11 | Chemical | chemical | Methysticin
36899906 | @CHEMICAL_2_((2_(1H_pyrrolo(2_3_b)pyridin_3_yl)pyrimidin_4_yl)amino)_2_methyl_N_(2_2_2_trifluoroethyl)butanamide | 2-((2-(1H-pyrrolo(2 3-b)pyridin-3-yl)pyrimidin-4-yl)amino)-2-methyl-N-(2 2 2-trifluoroethyl)butanamide | 1144 | 12 | Chemical | chemical | Decernotinib
36899906 | @CHEMICAL_tofacitinib | tofacitinib | 1161 | 11 | Chemical | chemical | Tofacitinib
36899906 | @CHEMICAL_Okadaic_Acid | Okadaic Acid | 1228 | 2 | Chemical | chemical | OA
36899906 | @GENE_NFKB1 | NFKB1 | 1239 | 9 | Gene | gene | NF-kappaB
36899906 | @GENE_CYP4F3 | CYP4F3 | 1293 | 3 | Gene | gene | CYP
36899906 | @CHEMICAL_Okadaic_Acid | Okadaic Acid | 1360 | 2 | Chemical | chemical | OA
36899906 | @GENE_CYP4F3 | CYP4F3 | 1384 | 3 | Gene | gene | CYP
36899906 | @GENE_NFKB1 | NFKB1 | 1433 | 9 | Gene | gene | NF-kappaB
37197735 | @CHEMICAL_syringic_acid | syringic acid | 0 | 13 | Chemical | chemical | Syringic acid
37197735 | @DISEASE_Inflammation | Inflammation | 35 | 12 | Disease | disease | inflammatory
37197735 | @GENE_NOS2 | Nos2 | 87 | 4 | Gene | gene | iNOS
37197735 | @GENE_COX2 | COX2 | 92 | 5 | Gene | gene | COX-2
37197735 | @CHEMICAL_methyl_cellosolve | methyl cellosolve | 133 | 17 | Chemical | chemical | methyl cellosolve
37197735 | @DISEASE_Inflammation | Inflammation | 159 | 30 | Disease | disease | hepato-testicular inflammation
37197735 | @CHEMICAL_syringic_acid | syringic acid | 199 | 13 | Chemical | chemical | Syringic acid
37197735 | @CHEMICAL_syringic_acid | syringic acid | 214 | 4 | Chemical | chemical | SACI
37197735 | @DISEASE_Hyperglycemic_Hyperosmolar_Nonketotic_Coma | Hyperglycemic Hyperosmolar Nonketotic Coma | 337 | 13 | Disease | disease | hyperglycemic
37197735 | @CHEMICAL_methyl_cellosolve | methyl cellosolve | 384 | 17 | Chemical | chemical | Methyl cellosolve
37197735 | @CHEMICAL_methyl_cellosolve | methyl cellosolve | 403 | 4 | Chemical | chemical | MCEL
37197735 | @DISEASE_Inflammation | Inflammation | 444 | 12 | Disease | disease | inflammation
37197735 | @CHEMICAL_syringic_acid | syringic acid | 576 | 4 | Chemical | chemical | SACI
37197735 | @CHEMICAL_methyl_cellosolve | methyl cellosolve | 584 | 4 | Chemical | chemical | MCEL
37197735 | @DISEASE_Inflammation | Inflammation | 597 | 35 | Disease | disease | hepatic and testicular inflammation
37197735 | @CHEMICAL_methyl_cellosolve | methyl cellosolve | 696 | 4 | Chemical | chemical | MCEL
37197735 | @GENE_IL6 | Il6 | 747 | 4 | Gene | gene | IL-6
37197735 | @GENE_TNF | Tnf | 753 | 9 | Gene | gene | TNF-alpha
37197735 | @GENE_NOS2 | Nos2 | 764 | 4 | Gene | gene | iNOS
37197735 | @GENE_COX2 | COX2 | 770 | 5 | Gene | gene | COX-2
37197735 | @GENE_JAK1 | Jak1 | 860 | 4 | Gene | gene | JAK1
37197735 | @GENE_STAT1 | Stat1 | 886 | 5 | Gene | gene | STAT1
37197735 | @GENE_SOCS1 | Socs1 | 897 | 5 | Gene | gene | SOCS1
37197735 | @GENE_JAK1 | Jak1 | 979 | 4 | Gene | gene | JAK1
37197735 | @GENE_PIAS1 | Pias1 | 1050 | 5 | Gene | gene | PIAS1
37197735 | @CHEMICAL_syringic_acid | syringic acid | 1130 | 4 | Chemical | chemical | SACI
37197735 | @GENE_NOS2 | Nos2 | 1155 | 4 | Gene | gene | iNOS
37197735 | @GENE_IL6 | Il6 | 1217 | 4 | Gene | gene | IL-6
37197735 | @GENE_TNF | Tnf | 1223 | 9 | Gene | gene | TNF-alpha
37197735 | @GENE_NOS2 | Nos2 | 1234 | 4 | Gene | gene | iNOS
37197735 | @GENE_COX2 | COX2 | 1240 | 5 | Gene | gene | COX-2
37197735 | @GENE_JAK1 | Jak1 | 1335 | 4 | Gene | gene | JAK1
37197735 | @GENE_SOCS1 | Socs1 | 1344 | 5 | Gene | gene | SOCS1
37197735 | @CHEMICAL_syringic_acid | syringic acid | 1406 | 4 | Chemical | chemical | SACI
37197735 | @GENE_STAT1 | Stat1 | 1473 | 5 | Gene | gene | STAT1
37197735 | @CHEMICAL_syringic_acid | syringic acid | 1528 | 4 | Chemical | chemical | SACI
37197735 | @GENE_SOCS1 | Socs1 | 1572 | 5 | Gene | gene | SOCS1
37197735 | @CHEMICAL_syringic_acid | syringic acid | 1620 | 4 | Chemical | chemical | SACI
37197735 | @CHEMICAL_methyl_cellosolve | methyl cellosolve | 1637 | 4 | Chemical | chemical | MCEL
37197735 | @CHEMICAL_syringic_acid | syringic acid | 1662 | 4 | Chemical | chemical | SACI
37197735 | @GENE_PIAS1 | Pias1 | 1703 | 5 | Gene | gene | PIAS1
37197735 | @CHEMICAL_syringic_acid | syringic acid | 1763 | 4 | Chemical | chemical | SACI
37197735 | @GENE_PIAS1 | Pias1 | 1834 | 5 | Gene | gene | PIAS1
37197735 | @CHEMICAL_syringic_acid | syringic acid | 1856 | 4 | Chemical | chemical | SACI
37197735 | @DISEASE_Inflammation | Inflammation | 1904 | 12 | Disease | disease | inflammatory
37197735 | @CHEMICAL_methyl_cellosolve | methyl cellosolve | 1942 | 4 | Chemical | chemical | MCEL
37679586 | @GENE_NMI | NMI | 0 | 3 | Gene | gene | NMI
37679586 | @DISEASE_Sepsis | Sepsis | 47 | 6 | Disease | disease | Sepsis
37679586 | @DISEASE_Sepsis | Sepsis | 97 | 6 | Disease | disease | Sepsis
37679586 | @DISEASE_Soft_Tissue_Injuries | Soft Tissue Injuries | 112 | 23 | Disease | disease | tissue and organ damage
37679586 | @DISEASE_Inflammation | Inflammation | 163 | 12 | Disease | disease | inflammatory
37679586 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 186 | 18 | Disease | disease | immune dysfunction
37679586 | @DISEASE_Blood_Coagulation_Disorders | Blood Coagulation Disorders | 210 | 23 | Disease | disease | coagulation dysfunction
37679586 | @DISEASE_Inflammation | Inflammation | 326 | 12 | Disease | disease | inflammation
37679586 | @DISEASE_Sepsis | Sepsis | 351 | 6 | Disease | disease | sepsis
37679586 | @GENE_NMI | NMI | 399 | 3 | Gene | gene | NMI
37679586 | @DISEASE_Inflammation | Inflammation | 448 | 12 | Disease | disease | inflammation
37679586 | @DISEASE_Sepsis | Sepsis | 464 | 6 | Disease | disease | sepsis
37679586 | @GENE_TLR4 | TLR4 | 485 | 20 | Gene | gene | toll-like receptor 4
37679586 | @GENE_TLR4 | TLR4 | 507 | 4 | Gene | gene | TLR4
37679586 | @GENE_NFKB1 | NFKB1 | 552 | 9 | Gene | gene | NF-kappaB
37679586 | @DISEASE_Inflammation | Inflammation | 589 | 12 | Disease | disease | inflammatory
37679586 | @GENE_NMI | NMI | 650 | 3 | Gene | gene | NMI
37679586 | @GENE_NMI | NMI | 811 | 3 | Gene | gene | NMI
37679586 | @DISEASE_Sepsis | Sepsis | 858 | 6 | Disease | disease | sepsis
37679586 | @GENE_NMI | NMI | 893 | 3 | Gene | gene | NMI
37679586 | @DISEASE_Sepsis | Sepsis | 937 | 6 | Disease | disease | sepsis
37679586 | @GENE_IFNAR1 | IFNAR1 | 955 | 6 | Gene | gene | IFNAR1
37679586 | @GENE_IFNAR2 | IFNAR2 | 963 | 6 | Gene | gene | IFNAR2
37679586 | @GENE_TNFRSF1A | TNFRSF1A | 971 | 5 | Gene | gene | TNFR1
37679586 | @GENE_TLR3 | TLR3 | 978 | 4 | Gene | gene | TLR3
37679586 | @GENE_TLR1 | TLR1 | 984 | 4 | Gene | gene | TLR1
37679586 | @GENE_IL9R | IL9R | 990 | 4 | Gene | gene | IL9R
37679586 | @GENE_IL10RB | IL10RB | 996 | 6 | Gene | gene | IL10RB
37679586 | @GENE_TLR4 | TLR4 | 1008 | 4 | Gene | gene | TLR4
37679586 | @GENE_NMI | NMI | 1051 | 3 | Gene | gene | NMI
37679586 | @GENE_NFKB1 | NFKB1 | 1088 | 9 | Gene | gene | NF-kappaB
37679586 | @DISEASE_Inflammation | Inflammation | 1176 | 12 | Disease | disease | inflammatory
37679586 | @GENE_NMI | NMI | 1216 | 3 | Gene | gene | NMI
37679586 | @DISEASE_Inflammation | Inflammation | 1239 | 12 | Disease | disease | inflammatory
37679586 | @GENE_STAT1 | STAT1 | 1325 | 5 | Gene | gene | STAT1
37679586 | @GENE_NMI | NMI | 1395 | 3 | Gene | gene | NMI
37679586 | @GENE_NMI | NMI | 1454 | 3 | Gene | gene | NMI
37679586 | @GENE_NMI | NMI | 1534 | 3 | Gene | gene | NMI
37679586 | @DISEASE_Sepsis | Sepsis | 1541 | 6 | Disease | disease | sepsis
9505193 | @GENE_IL7 | Il7 | 0 | 13 | Gene | gene | Interleukin-7
9505193 | @GENE_IL7 | Il7 | 15 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 96 | 13 | Gene | gene | Interleukin-7
9505193 | @GENE_IL7 | Il7 | 111 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 315 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 424 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 539 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 638 | 4 | Gene | gene | IL-7
9505193 | @GENE_CD4 | Cd4 | 734 | 3 | Gene | gene | CD4
9505193 | @GENE_APP | App | 771 | 10 | Gene | gene | alpha beta
9505193 | @GENE_IL7 | Il7 | 920 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 949 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 1028 | 4 | Gene | gene | IL-7
9505193 | @GENE_APP | App | 1152 | 10 | Gene | gene | alpha beta
9505193 | @GENE_IL7 | Il7 | 1190 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 1208 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 1302 | 4 | Gene | gene | IL-7
9505193 | @GENE_CD24A | Cd24a | 1376 | 4 | Gene | gene | CD24
9505193 | @GENE_IL7 | Il7 | 1431 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 1678 | 4 | Gene | gene | IL-7
9505193 | @GENE_APP | App | 1709 | 10 | Gene | gene | alpha beta
9505193 | @GENE_IL7 | Il7 | 1746 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL2RG | Il2rg | 1784 | 7 | Gene | gene | gamma c
9505193 | @GENE_JAK3 | Jak3 | 1799 | 5 | Gene | gene | JAK-3
9505193 | @GENE_IL7 | Il7 | 1977 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 2083 | 4 | Gene | gene | IL-7
9505193 | @GENE_IL7 | Il7 | 2132 | 4 | Gene | gene | IL-7
12015764 | @GENE_STAT3 | STAT3 | 14 | 6 | Gene | gene | Stat-3
12015764 | @DISEASE_Carcinogenesis | Carcinogenesis | 76 | 19 | Disease | disease | oral carcinogenesis
12015764 | @GENE_STAT3 | STAT3 | 265 | 6 | Gene | gene | Stat-3
12015764 | @DISEASE_Neoplasms | Neoplasms | 307 | 5 | Disease | disease | tumor
12015764 | @GENE_STAT3 | STAT3 | 518 | 6 | Gene | gene | STAT-3
12015764 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 569 | 44 | Disease | disease | squamous cell carcinoma of the head and neck
12015764 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 615 | 5 | Disease | disease | HNSCC
12015764 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 692 | 5 | Disease | disease | HNSCC
12015764 | @GENE_STAT3 | STAT3 | 788 | 6 | Gene | gene | STAT-3
12015764 | @GENE_STAT3 | STAT3 | 847 | 6 | Gene | gene | STAT-3
12015764 | @CHEMICAL_Paraffin | Paraffin | 893 | 8 | Chemical | chemical | paraffin
12015764 | @GENE_STAT3 | STAT3 | 937 | 6 | Gene | gene | STAT-3
12015764 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 1251 | 12 | Disease | disease | HNSCC tumors
12015764 | @GENE_STAT3 | STAT3 | 1281 | 6 | Gene | gene | Stat-3
12015764 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 1370 | 12 | Disease | disease | HNSCC tumors
