31679624 | Association | Muscle Neoplasms | Clcn3
36883805 | Association | Leukemia Prolymphocytic T-Cell | STAT5B
36883805 | Association | Leukemia | DPP4
36883805 | Association | Leukemia | TRAC
36883805 | Association | Leukemia | CD8A
36883805 | Association | Leukemia Prolymphocytic T-Cell | CD4
36883805 | Association | Leukemia Prolymphocytic T-Cell | JAK3
36883805 | Association | Leukemia | CD5
36883805 | Association | Leukemia | TRBV20OR9-2
36883805 | Association | Leukemia | CD52
36883805 | Association | Leukemia | CD4
36883805 | Association | Leukemia | CD2
37777018 | Positive_Correlation | PF-06651600 | MLANA
37777018 | Negative_Correlation | PF-06651600 | IL2
37777018 | Negative_Correlation | PF-06651600 | CD8A
37777018 | Negative_Correlation | PF-06651600 | Vitiligo
37777018 | Negative_Correlation | PF-06651600 | IL15
37777018 | Negative_Correlation | PF-06651600 | FASLG
37777018 | Negative_Correlation | PF-06651600 | CCR7
37777018 | Association | Vitiligo | MLANA
37777018 | Negative_Correlation | PF-06651600 | JAK3
37777018 | Positive_Correlation | PF-06651600 | TYR
37777018 | Association | Vitiligo | CD8A
37777018 | Negative_Correlation | PF-06651600 | NCR1
37777018 | Negative_Correlation | PF-06651600 | CRTAM
37777018 | Negative_Correlation | PF-06651600 | CD5
37877017 | Positive_Correlation | tofacitinib | ACE2
37877017 | Association | Arthritis Rheumatoid | REN
37877017 | Association | Arthritis Rheumatoid | ACE2
37877017 | Negative_Correlation | tofacitinib | Arthritis Rheumatoid
37877017 | Positive_Correlation | tofacitinib | ACE
38022501 | Negative_Correlation | PF-06651600 | Carcinoma Hepatocellular
38022501 | Negative_Correlation | PF-06651600 | TXK
38022501 | Negative_Correlation | PF-06651600 | Alopecia Areata
38022501 | Negative_Correlation | PF-06651600 | Tyrosine Kinase 2 Deficiency
38022501 | Association | Alopecia Areata | CD8A
38022501 | Association | Carcinoma Hepatocellular | JAK3
38022501 | Negative_Correlation | baricitinib | Alopecia Areata
38022501 | Association | Carcinoma Hepatocellular | TXK
38022501 | Negative_Correlation | PF-06651600 | JAK3
38266761 | Association | Lymphoma T-Cell | CD8A
38266761 | Association | Lymphoma T-Cell | JAK3
38352883 | Association | Glioma | STAT3
38352883 | Association | Glioma | CD274
38352883 | Association | Glioma | MET
38352883 | Association | Neoplasms | DSP
38352883 | Association | CD274 | MET
38352883 | Association | Fibular hypoplasia and complex brachydactyly | DSP
38352883 | Positive_Correlation | MET | CD8A
38352883 | Association | Glioma | DSP
38547614 | Negative_Correlation | baicalein | Death
38547614 | Negative_Correlation | baicalein | Inflammation
3150915 | Negative_Correlation | cefclidin | Tobramycin
3150915 | Comparison | cefclidin | Ceftazidime
3150915 | Comparison | cefpirome | cefclidin
3150915 | Negative_Correlation | cefclidin | Piperacillin
3150915 | Negative_Correlation | cefclidin | Imipenem
3150915 | Negative_Correlation | cefclidin | Aztreonam
7695279 | Comparison | Ceftazidime | Imipenem
7695279 | Comparison | Ceftriaxone | Imipenem
7695279 | Comparison | Ceftazidime | Ceftriaxone
7695279 | Comparison | cefozopran | Imipenem
7695279 | Comparison | cefozopran | Ceftazidime
7695279 | Comparison | cefozopran | Ceftriaxone
7695279 | Negative_Correlation | cefozopran | Methicillin
10506573 | Association | CXCR4 | NR0B2
10506573 | Association | JAK3 | CXCR4
10506573 | Association | JAK2 | CXCR4
11278738 | Positive_Correlation | MAPK14 | MAPKAPK2
11278738 | Positive_Correlation | CCR5 | SLTM
11278738 | Positive_Correlation | JAK2 | CCL5
11278738 | Association | CCL5 | STAT1
11278738 | Positive_Correlation | FOS | CCL5
11278738 | Positive_Correlation | JAK3 | CCL5
11278738 | Positive_Correlation | CCR5 | STAT3
11278738 | Association | JAK3 | LCK
11278738 | Positive_Correlation | MAPK14 | CCL5
11278738 | Association | CCL5 | MAPKAPK2
11278738 | Positive_Correlation | Tyrosine | CCL5
11278738 | Positive_Correlation | CCR5 | CCL5
11278738 | Association | LCK | CCL5
11278738 | Positive_Correlation | CCL5 | STAT3
11278738 | Positive_Correlation | CCR5 | FOS
11278738 | Positive_Correlation | Tyrosine | CCR5
11278738 | Positive_Correlation | CCR5 | STAT1
11278738 | Positive_Correlation | Tyrosine | SLTM
11278738 | Association | JAK3 | CDKL2
12096225 | Association | Spondylarthropathies | CXCR4
12096225 | Association | Arthritis Rheumatoid | CXCR4
12096225 | Association | Arthritis Rheumatoid | CXCL12
12096225 | Association | Inflammation | CXCR4
12096225 | Association | Arthritis | CXCR4
12096225 | Association | Inflammation | CXCL12
12096225 | Association | Arthritis | ABCC8
12096225 | Association | Arthritis | JAK3
12096225 | Association | Arthritis Psoriatic | CXCL12
12096225 | Association | Spondylarthropathies | CXCL12
12096225 | Association | Arthritis | S100A9
12096225 | Association | Arthritis | MNDA
12096225 | Association | Arthritis | CXCL12
12096225 | Association | Arthritis Psoriatic | CXCR4
19104082 | Association | Inflammation | IFNG
19104082 | Association | Arthritis Rheumatoid | IFNG
19104082 | Association | IFNG | JAK3
19104082 | Positive_Correlation | IFNG | IL12B
19104082 | Positive_Correlation | IFNG | IL18
21575160 | Association | Diabetes Mellitus | INS
21575160 | Positive_Correlation | Streptozocin | Diabetes Mellitus
22057786 | Positive_Correlation | Natalizumab | Leukoencephalopathy Progressive Multifocal
22057786 | Negative_Correlation | Natalizumab | Multiple Sclerosis
22057786 | Positive_Correlation | Natalizumab | Immune Reconstitution Inflammatory Syndrome
23301078 | Association | CCR5 | Cd4
23301078 | Association | Cd4 | Mki67
28918882 | Association | Fibrosis | rs6128907
28918882 | Association | Non-alcoholic Fatty Liver Disease | rs11166927
28918882 | Association | Fibrosis | rs11166927
28918882 | Association | Non-alcoholic Fatty Liver Disease | TRAPPC9
28918882 | Association | Fibrosis | ACTR5
28918882 | Association | Fibrosis | TRAPPC9
32509861 | Association | Adenocarcinoma | CCR2
32509861 | Association | Adenocarcinoma | CD19
32509861 | Association | Adenocarcinoma | ZAP70
32509861 | Association | Adenocarcinoma | CCR5
32509861 | Association | Adenocarcinoma | CD3D
32509861 | Association | Adenocarcinoma | MLC1
32509861 | Association | Adenocarcinoma | CXCL13
32509861 | Association | Adenocarcinoma | CCL21
32509861 | Association | Adenocarcinoma | ITK
32509861 | Association | Adenocarcinoma | PAX5
32509861 | Association | Adenocarcinoma | PTPRC
32509861 | Association | Adenocarcinoma | CCL13
32509861 | Association | Adenocarcinoma | LCP2
32509861 | Association | Adenocarcinoma | FAM162B
32509861 | Association | Adenocarcinoma | CD3E
32509861 | Association | Adenocarcinoma | CYBB
32509861 | Association | Adenocarcinoma | BTK
32509861 | Association | Adenocarcinoma | IL10
32509861 | Association | Adenocarcinoma | JAK3
32509861 | Association | Adenocarcinoma | EPYC
32509861 | Association | Adenocarcinoma | FCER1G
32509861 | Association | Adenocarcinoma | CD247
32509861 | Association | Adenocarcinoma | CAMK1G
32509861 | Association | Adenocarcinoma | TYROBP
32509861 | Association | Adenocarcinoma | IL2RG
32509861 | Association | Adenocarcinoma | ITGAM
32509861 | Association | Adenocarcinoma | CXCL9
32509861 | Association | Adenocarcinoma | PLCG2
32509861 | Association | Adenocarcinoma | CD79B
32509861 | Association | Adenocarcinoma | ITGB2
32509861 | Association | Adenocarcinoma | CCL19
32509861 | Association | Adenocarcinoma | CD28
32509861 | Association | Adenocarcinoma | S100A12
32509861 | Association | Adenocarcinoma | CCR1
32509861 | Association | Adenocarcinoma | TCEAL5
33285254 | Association | EMC10 | PTHLH
33285254 | Association | Fractures Bone | EMC10
34975502 | Association | Alzheimer Disease | MAPK8
34975502 | Association | corynoxeine | APP
34975502 | Association | rhyncophylline | MAPT
34975502 | Association | Alzheimer Disease | CCR5
34975502 | Positive_Correlation | angustoline | APP
34975502 | Association | Alzheimer Disease | GRIN2B
34975502 | Association | Alzheimer Disease | CCND1
34975502 | Association | hirsutine | MAPT
34975502 | Association | corynoxine | MAPT
34975502 | Association | Alkaloids | MAPT
34975502 | Negative_Correlation | rhyncophylline | Alzheimer Disease
34975502 | Negative_Correlation | corynoxine | Alzheimer Disease
34975502 | Association | corynoxeine | MAPT
34975502 | Association | Alzheimer Disease | MAPK3
34975502 | Association | Alzheimer Disease | JAK3
34975502 | Negative_Correlation | angustoline | Alzheimer Disease
34975502 | Association | Alzheimer Disease | APP
34975502 | Association | Alzheimer Disease | LCK
34975502 | Negative_Correlation | corynoxeine | Alzheimer Disease
34975502 | Negative_Correlation | Alkaloids | Alzheimer Disease
34975502 | Positive_Correlation | angustidine | APP
34975502 | Association | Alzheimer Disease | CDK5
34975502 | Association | Alzheimer Disease | MMP2
34975502 | Negative_Correlation | angustidine | Alzheimer Disease
35543923 | Association | Breast Neoplasms | HLA-C
35543923 | Association | Breast Neoplasms | EREG
35543923 | Association | Breast Neoplasms | ERBB2
35648703 | Association | Pancreatic Neoplasms | KRAS
35648703 | Association | KRAS | TRBV20OR9-2
35648703 | Association | Pancreatic Neoplasms | p.G12D
35648703 | Association | Neoplasms | p.G12D
35648703 | Association | Neoplasms | KRAS
35648703 | Association | Pancreatic Neoplasms | TRBV20OR9-2
36203601 | Association | Alopecia Areata | Cd44
36203601 | Association | Alopecia Areata | Sell
36338940 | Association | COVID-19 | KIR2DL2
36338940 | Association | COVID-19 | HLA-A
36338940 | Association | COVID-19 | KIR2DL4
36366349 | Association | Infections | HLA-DRB1
36366349 | Association | Infections | HLA-DQA1
36366349 | Positive_Correlation | Infections | GPA33
36366349 | Association | Infections | NDUFA5
36366349 | Association | COVID-19 | HLA-A
36427410 | Association | HLA-A | S
36560396 | Association | Thyroiditis Subacute | HLA-C
36574092 | Association | Uridine Monophosphate | BSG
36574092 | Association | Neoplasms | TNFSF9
36574092 | Association | TNFRSF25 | TNFSF9
36574092 | Association | Neoplasms | TNFRSF18
36574092 | Association | TNFRSF14 | TNFRSF18
36574092 | Association | BSG | TNFSF9
36574092 | Association | N6-(2-hydroxyethyl)adenosine | BSG
36574092 | Association | Neoplasms | HLA-A
36574092 | Association | TNFSF9 | TNFRSF18
36574092 | Association | NECTIN2 | TNFSF9
36574092 | Association | NECTIN2 | BSG
36574092 | Association | TNFSF9 | TNFRSF14
36574092 | Association | N(6) N(6)-dimethyladenosine | BSG
36574092 | Association | Neoplasms | HLA-B
36574092 | Association | BRCA1 | BSG
36574092 | Association | Neoplasms | HLA-C
36574092 | Association | COVID-19 | BSG
36574092 | Association | Neoplasms | BRCA1
36574092 | Association | HLA-A | BSG
36574092 | Association | HLA-C | BSG
36574092 | Association | cordycepin | BSG
36574092 | Association | BSG | TAPBP
36574092 | Association | Neoplasms | BSG
36574092 | Association | HLA-B | BSG
36574092 | Association | BSG | TNFRSF18
36574092 | Positive_Correlation | Ectodermal Dysplasia | BSG
36605212 | Association | Neoplasms | HLA-C
36605212 | Association | Neoplasms | HLA-B
36605212 | Association | Autoimmune Diseases | HLA-B
36605212 | Association | Neoplasms | HLA-A
36797091 | Association | COVID-19 | HLA-A
36797091 | Association | COVID-19 | HLA-DRB1
36818472 | Association | Aphasia Broca | HAVCR1
36818472 | Association | Aphasia Broca | EHD2
36818472 | Association | COVID-19 | SUPT6H
36818472 | Association | Aphasia Broca | SUPT6H
36818472 | Association | Aphasia Broca | GSPT1
36818472 | Association | COVID-19 | GFM2
36818472 | Association | COVID-19 | MAT2A
36818472 | Association | COVID-19 | NQO2
36818472 | Association | Aphasia Broca | UMPS
36818472 | Association | Aphasia Broca | GFM2
36818472 | Association | COVID-19 | UMPS
36818472 | Association | Aphasia Broca | MAT2A
36818472 | Association | Aphasia Broca | NQO2
36818472 | Association | COVID-19 | HAVCR1
36818472 | Association | COVID-19 | GSPT1
36818472 | Association | Aphasia Broca | BRD2
36818472 | Association | COVID-19 | HLA-A
36818472 | Association | Aphasia Broca | TNFRSF11A
36818472 | Association | COVID-19 | HLA-C
36818472 | Association | Aphasia Broca | HLA-C
36818472 | Association | COVID-19 | EHD2
36818472 | Association | Aphasia Broca | HLA-A
36818472 | Association | COVID-19 | TNFRSF11A
36818472 | Association | COVID-19 | BRD2
36818472 | Association | Aphasia Broca | HLA-B
36818472 | Association | COVID-19 | HLA-B
36879263 | Association | Thyroiditis Subacute | HLA-DPB1
36879263 | Negative_Correlation | Methimazole | Graves Disease
36879263 | Negative_Correlation | Methimazole | Heart Diseases
36879263 | Negative_Correlation | Prednisolone | Thyroiditis Subacute
36980183 | Association | Arthritis Rheumatoid | Cdh11
