38011559 | @GENE_PIKFYVE | Pikfyve | 27 | 7 | Gene | gene | PIKfyve
32113162 | @GENE_C17ORF49 | C17orf49 | 795 | 5 | Gene | gene | BAP18
32113162 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 825 | 4 | Disease | disease | OSCC
32113162 | @GENE_C17ORF49 | C17orf49 | 868 | 5 | Gene | gene | BAP18
32113162 | @GENE_C17ORF49 | C17orf49 | 1028 | 5 | Gene | gene | BAP18
32113162 | @GENE_CCND1 | CCND1 | 1068 | 5 | Gene | gene | CCND1
32113162 | @GENE_CCND2 | CCND2 | 1078 | 5 | Gene | gene | CCND2
32113162 | @GENE_CCND2 | CCND2 | 1085 | 7 | Gene | gene | CCND1/2
32113162 | @GENE_C17ORF49 | C17orf49 | 1122 | 5 | Gene | gene | BAP18
32113162 | @GENE_CCND2 | CCND2 | 1168 | 7 | Gene | gene | CCND1/2
32113162 | @GENE_KMT2A | KMT2A | 1238 | 4 | Gene | gene | MLL1
32113162 | @GENE_C17ORF49 | C17orf49 | 1321 | 5 | Gene | gene | BAP18
32113162 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 1396 | 4 | Disease | disease | OSCC
32113162 | @GENE_C17ORF49 | C17orf49 | 1462 | 5 | Gene | gene | BAP18
32113162 | @GENE_CCND2 | CCND2 | 1497 | 7 | Gene | gene | CCND1/2
32113162 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 1532 | 4 | Disease | disease | OSCC
32113162 | @GENE_C17ORF49 | C17orf49 | 1550 | 5 | Gene | gene | BAP18
32113162 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 1588 | 4 | Disease | disease | OSCC
32986841 | @GENE_C17ORF49 | C17orf49 | 19 | 5 | Gene | gene | BAP18
32986841 | @GENE_ESR1 | ESR1 | 82 | 7 | Gene | gene | ERalpha
32986841 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 152 | 13 | Disease | disease | breast cancer
32986841 | @GENE_ESR1 | ESR1 | 167 | 23 | Gene | gene | Estrogen receptor alpha
32986841 | @GENE_ESR1 | ESR1 | 192 | 7 | Gene | gene | ERalpha
32986841 | @GENE_ESR1 | ESR1 | 236 | 7 | Gene | gene | ERalpha
32986841 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 253 | 13 | Disease | disease | breast cancer
32986841 | @GENE_C17ORF49 | C17orf49 | 313 | 78 | Gene | gene | Bromodomain PHD Finger Transcription Factor (BPTF) associated protein of 18kDa
32986841 | @GENE_C17ORF49 | C17orf49 | 393 | 5 | Gene | gene | BAP18
32986841 | @GENE_C17ORF49 | C17orf49 | 490 | 5 | Gene | gene | BAP18
32986841 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 527 | 13 | Disease | disease | breast cancer
32986841 | @GENE_C17ORF49 | C17orf49 | 600 | 5 | Gene | gene | BAP18
32986841 | @GENE_ESR1 | ESR1 | 609 | 7 | Gene | gene | ERalpha
32986841 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 626 | 13 | Disease | disease | breast cancer
32986841 | @GENE_CTCF | CTCF | 781 | 20 | Gene | gene | CCCTC binding factor
32986841 | @GENE_CTCF | CTCF | 803 | 4 | Gene | gene | CTCF
32986841 | @GENE_C17ORF49 | C17orf49 | 886 | 5 | Gene | gene | BAP18
32986841 | @GENE_C17ORF49 | C17orf49 | 957 | 5 | Gene | gene | BAP18
32986841 | @GENE_ESR1 | ESR1 | 990 | 7 | Gene | gene | ERalpha
32986841 | @GENE_ESR1 | ESR1 | 1093 | 7 | Gene | gene | ERalpha
32986841 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1117 | 13 | Disease | disease | breast cancer
32986841 | @GENE_C17ORF49 | C17orf49 | 1138 | 5 | Gene | gene | BAP18
32986841 | @CHEMICAL_Estradiol | Estradiol | 1315 | 2 | Chemical | chemical | E2
32986841 | @GENE_C17ORF49 | C17orf49 | 1332 | 5 | Gene | gene | BAP18
32986841 | @GENE_ESR1 | ESR1 | 1409 | 7 | Gene | gene | ERalpha
32986841 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1426 | 13 | Disease | disease | breast cancer
32986841 | @GENE_C17ORF49 | C17orf49 | 1463 | 5 | Gene | gene | BAP18
32986841 | @GENE_ESR1 | ESR1 | 1505 | 7 | Gene | gene | ERalpha
32986841 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 1607 | 13 | Disease | disease | breast cancer
35799704 | @GENE_PSMB9 | PSMB9 | 387 | 6 | Gene | gene | beta1i
35799704 | @GENE_PSMB9 | PSMB9 | 394 | 5 | Gene | gene | PSMB9
35799704 | @GENE_PSMB10 | PSMB10 | 401 | 6 | Gene | gene | beta2i
35799704 | @GENE_PSMB10 | PSMB10 | 408 | 6 | Gene | gene | PSMB10
35799704 | @GENE_PSMB8 | PSMB8 | 427 | 5 | Gene | gene | PSMB8
35799704 | @GENE_IGKV7_3 | IGKV7-3 | 484 | 5 | Gene | gene | beta1
35799704 | @GENE_PSMB6 | PSMB6 | 490 | 5 | Gene | gene | PSMB6
35799704 | @GENE_IGKV5_2 | IGKV5-2 | 497 | 5 | Gene | gene | beta2
35799704 | @GENE_PSMB7 | PSMB7 | 503 | 5 | Gene | gene | PSMB7
35799704 | @GENE_GPHB5 | GPHB5 | 514 | 5 | Gene | gene | beta5
35799704 | @GENE_PSMB5 | PSMB5 | 520 | 5 | Gene | gene | PSMB5
35799704 | @CHEMICAL_PR_957 | PR-957 | 1121 | 8 | Chemical | chemical | ONX-0914
35799704 | @DISEASE_Virus_Diseases | Virus Diseases | 1261 | 15 | Disease | disease | viral infection
35799704 | @DISEASE_Inflammation | Inflammation | 1278 | 12 | Disease | disease | inflammation
35799704 | @DISEASE_Carcinogenesis | Carcinogenesis | 1296 | 13 | Disease | disease | tumorigenesis
36927149 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 468 | 14 | Disease | disease | liver toxicity
37344694 | @DISEASE_Inflammation | Inflammation | 42 | 12 | Disease | disease | inflammatory
37344694 | @CHEMICAL_Nicotine | Nicotine | 158 | 8 | Chemical | chemical | nicotine
37344694 | @DISEASE_Inflammation | Inflammation | 204 | 12 | Disease | disease | inflammation
37344694 | @DISEASE_Respiratory_Tract_Diseases | Respiratory Tract Diseases | 464 | 20 | Disease | disease | respiratory diseases
37344694 | @GENE_IFNG | IFNG | 642 | 9 | Gene | gene | IFN-gamma
37344694 | @GENE_TNF | TNF | 656 | 9 | Gene | gene | TNF-alpha
37344694 | @GENE_PSMB9 | PSMB9 | 753 | 37 | Gene | gene | low-molecular mass polypeptide (LMP)2
37344694 | @GENE_PSMB9 | PSMB9 | 792 | 6 | Gene | gene | beta1i
37344694 | @GENE_PSMB10 | PSMB10 | 801 | 50 | Gene | gene | multi-catalytic endopeptidase complex-like (MECL)1
37344694 | @GENE_PSMB10 | PSMB10 | 853 | 6 | Gene | gene | beta2i
37344694 | @GENE_PSMB8 | PSMB8 | 866 | 4 | Gene | gene | LMP7
37344694 | @CHEMICAL_Nicotine | Nicotine | 1143 | 8 | Chemical | chemical | nicotine
37344694 | @GENE_IFNG | IFNG | 1228 | 9 | Gene | gene | IFN-gamma
37344694 | @GENE_TNF | TNF | 1239 | 9 | Gene | gene | TNF-alpha
37344694 | @GENE_PSMB8 | PSMB8 | 1285 | 4 | Gene | gene | LMP7
37344694 | @GENE_PSMB8 | PSMB8 | 1290 | 5 | Gene | gene | PSMB8
37344694 | @GENE_PSMB9 | PSMB9 | 1297 | 4 | Gene | gene | LMP2
37344694 | @GENE_PSMB9 | PSMB9 | 1302 | 5 | Gene | gene | PSMB9
37344694 | @GENE_PSMB10 | PSMB10 | 1309 | 5 | Gene | gene | MECL1
37344694 | @GENE_PSMB10 | PSMB10 | 1315 | 6 | Gene | gene | PSMB10
37344694 | @GENE_IGKV7_3 | IGKV7-3 | 1386 | 5 | Gene | gene | beta1
37344694 | @GENE_PSMB6 | PSMB6 | 1392 | 5 | Gene | gene | PSMB6
37344694 | @GENE_IGKV5_2 | IGKV5-2 | 1402 | 5 | Gene | gene | beta2
37344694 | @GENE_PSMB7 | PSMB7 | 1408 | 5 | Gene | gene | PSMB7
37344694 | @GENE_PSMB8 | PSMB8 | 1502 | 4 | Gene | gene | LMP7
37344694 | @GENE_PSMB8 | PSMB8 | 1634 | 4 | Gene | gene | LMP7
37344694 | @CHEMICAL_PR_957 | PR-957 | 1650 | 8 | Chemical | chemical | ONX-0914
37344694 | @GENE_IL6 | IL6 | 1797 | 4 | Gene | gene | IL-6
37344694 | @GENE_CXCL8 | CXCL8 | 1803 | 4 | Gene | gene | IL-8
37344694 | @GENE_CCL2 | CCL2 | 1809 | 4 | Gene | gene | CCL2
37344694 | @GENE_CCL5 | CCL5 | 1819 | 4 | Gene | gene | CCL5
37344694 | @GENE_PSMB8 | PSMB8 | 1893 | 4 | Gene | gene | LMP7
37344694 | @DISEASE_Inflammation | Inflammation | 1930 | 12 | Disease | disease | inflammatory
37344694 | @DISEASE_Inflammation | Inflammation | 2051 | 12 | Disease | disease | inflammation
38128484 | @GENE_HLA_C | HLA-C | 293 | 3 | Gene | gene | MHC
38128484 | @GENE_HLA_C | HLA-C | 447 | 3 | Gene | gene | MHC
38128484 | @GENE_HLA_C | HLA-C | 475 | 3 | Gene | gene | MHC
38128484 | @GENE_HLA_C | HLA-C | 922 | 3 | Gene | gene | MHC
38169032 | @GENE_IGH_V7183 | Igh-V7183 | 660 | 3 | Gene | gene | IgG
38169032 | @GENE_IGHG1 | Ighg1 | 713 | 4 | Gene | gene | IgG1
38169032 | @GENE_IGH_V7183 | Igh-V7183 | 827 | 3 | Gene | gene | IgG
38169032 | @GENE_IFNG | Ifng | 1151 | 9 | Gene | gene | IFN-gamma
38169032 | @GENE_CD4 | Cd4 | 1194 | 3 | Gene | gene | CD4
38169032 | @GENE_CD4 | Cd4 | 1444 | 3 | Gene | gene | CD4
38169032 | @GENE_H2_DMA | H2-DMa | 1449 | 6 | Gene | gene | H2-DMa
38169032 | @GENE_H2_OA | H2-Oa | 1466 | 5 | Gene | gene | H2-Oa
38169032 | @GENE_CD4 | Cd4 | 1552 | 3 | Gene | gene | CD4
38169032 | @DISEASE_Inflammation | Inflammation | 1884 | 12 | Disease | disease | inflammation
38199985 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 59 | 31 | Disease | disease | acute graft-versus-host disease
38199985 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 132 | 31 | Disease | disease | acute graft-versus-host disease
38199985 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 165 | 5 | Disease | disease | aGVHD
38199985 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 318 | 5 | Disease | disease | aGVHD
38199985 | @GENE_ROCK1 | ROCK1 | 472 | 5 | Gene | gene | ROCK1
38199985 | @DISEASE_Leukemia | Leukemia | 679 | 8 | Disease | disease | leukemia
38199985 | @GENE_ROCK1 | ROCK1 | 830 | 5 | Gene | gene | ROCK1
38199985 | @GENE_CD80 | CD80 | 862 | 4 | Gene | gene | CD80
38199985 | @GENE_CD86 | CD86 | 868 | 4 | Gene | gene | CD86
38199985 | @GENE_IL6 | IL6 | 896 | 4 | Gene | gene | IL-6
38199985 | @GENE_IL1B | IL1B | 902 | 8 | Gene | gene | IL-1beta
38199985 | @GENE_NOS2 | NOS2 | 912 | 4 | Gene | gene | iNOS
38199985 | @GENE_TNF | TNF | 921 | 3 | Gene | gene | TNF
38199985 | @GENE_NFKB1 | NFKB1 | 1117 | 9 | Gene | gene | NF-kappaB
38237527 | @DISEASE_Inflammation | Inflammation | 19 | 12 | Disease | disease | inflammation
38237527 | @DISEASE_Infections | Infections | 36 | 22 | Disease | disease | intracranial infection
38237527 | @DISEASE_COVID_19 | COVID-19 | 247 | 20 | Disease | disease | SARS-CoV-2 infection
38237527 | @DISEASE_COVID_19 | COVID-19 | 269 | 20 | Disease | disease | SARS-CoV-2 infection
38237527 | @DISEASE_Inflammation | Inflammation | 305 | 12 | Disease | disease | inflammatory
38237527 | @GENE_N | N | 589 | 1 | Gene | gene | N
38237527 | @DISEASE_Infections | Infections | 811 | 22 | Disease | disease | intracranial infection
38293085 | @DISEASE_Neoplasms | Neoplasms | 148 | 6 | Disease | disease | cancer
38293085 | @DISEASE_Neoplasms | Neoplasms | 654 | 6 | Disease | disease | tumors
38293085 | @DISEASE_Neoplasms | Neoplasms | 932 | 5 | Disease | disease | tumor
38293085 | @GENE_HLA_C | HLA-C | 972 | 3 | Gene | gene | MHC
38293085 | @GENE_LAG3 | LAG3 | 1041 | 4 | Gene | gene | LAG3
38299328 | @DISEASE_Cushing's_symphalangism | Cushing's symphalangism | 49 | 22 | Disease | disease | Large Vessel Occlusion
38299328 | @DISEASE_Stroke | Stroke | 99 | 6 | Disease | disease | Stroke
38299328 | @DISEASE_Cerebral_Infarction | Cerebral Infarction | 165 | 15 | Disease | disease | ischemic stroke
38299328 | @DISEASE_Brain_Infarction | Brain Infarction | 244 | 43 | Disease | disease | anterior circulation large vessel occlusion
38299328 | @DISEASE_Brain_Infarction | Brain Infarction | 289 | 4 | Disease | disease | aLVO
38299328 | @DISEASE_Brain_Infarction | Brain Infarction | 384 | 4 | Disease | disease | aLVO
38299328 | @DISEASE_Stroke | Stroke | 502 | 6 | Disease | disease | Stroke
38299328 | @DISEASE_Stroke | Stroke | 574 | 6 | Disease | disease | Stroke
38299328 | @DISEASE_Stroke | Stroke | 696 | 12 | Disease | disease | acute stroke
38299328 | @DISEASE_Brain_Infarction | Brain Infarction | 823 | 4 | Disease | disease | aLVO
38299328 | @DISEASE_Arterial_Occlusive_Diseases | Arterial Occlusive Diseases | 877 | 18 | Disease | disease | Arterial Occlusion
38299328 | @DISEASE_Stroke | Stroke | 919 | 6 | Disease | disease | Stroke
38299328 | @DISEASE_Stroke | Stroke | 973 | 6 | Disease | disease | Stroke
38299328 | @DISEASE_Stroke | Stroke | 999 | 12 | Disease | disease | Acute Stroke
38299328 | @DISEASE_Stroke | Stroke | 1087 | 6 | Disease | disease | Stroke
38299328 | @DISEASE_Arms_Malformation_of | Arms Malformation of | 1139 | 24 | Disease | disease | Arm or Leg Motor Deficit
38299328 | @DISEASE_Brain_Infarction | Brain Infarction | 1236 | 4 | Disease | disease | aLVO
38299328 | @DISEASE_Stroke | Stroke | 1328 | 6 | Disease | disease | stroke
38299328 | @DISEASE_Brain_Infarction | Brain Infarction | 1384 | 4 | Disease | disease | aLVO
38299328 | @DISEASE_Arterial_Occlusive_Diseases | Arterial Occlusive Diseases | 2292 | 18 | Disease | disease | arterial occlusion
38299328 | @DISEASE_Brain_Infarction | Brain Infarction | 2466 | 4 | Disease | disease | aLVO
38299328 | @DISEASE_Arterial_Occlusive_Diseases | Arterial Occlusive Diseases | 2539 | 18 | Disease | disease | arterial occlusion
38299328 | @DISEASE_Stroke | Stroke | 2673 | 6 | Disease | disease | stroke
38414132 | @GENE_SLIT3 | SLIT3 | 13 | 5 | Gene | gene | Slit3
38414132 | @GENE_ROBO1 | Robo1 | 33 | 5 | Gene | gene | Robo1
38414132 | @DISEASE_Cardiomegaly | Cardiomegaly | 80 | 19 | Disease | disease | Cardiac Hypertrophy
38414132 | @GENE_SLIT3 | SLIT3 | 185 | 5 | Gene | gene | SLIT3
38414132 | @GENE_SLIT3 | SLIT3 | 311 | 5 | Gene | gene | SLIT3
38414132 | @GENE_SLIT3 | SLIT3 | 488 | 5 | Gene | gene | SLIT3
38414132 | @GENE_SLIT3 | SLIT3 | 614 | 5 | Gene | gene | SLIT3
38414132 | @DISEASE_Heart_Defects_Congenital | Heart Defects Congenital | 697 | 24 | Disease | disease | congenital heart defects
38414132 | @DISEASE_Iron_Overload | Iron Overload | 734 | 29 | Disease | disease | ventricular pressure overload
38414132 | @GENE_SLIT3 | SLIT3 | 837 | 5 | Gene | gene | SLIT3
38414132 | @DISEASE_Hypertrophy | Hypertrophy | 1029 | 25 | Disease | disease | cardiomyocyte hypertrophy
38414132 | @GENE_SLIT3 | SLIT3 | 1115 | 5 | Gene | gene | SLIT3
38414132 | @GENE_SLIT3 | SLIT3 | 1189 | 5 | Gene | gene | SLIT3
38414132 | @GENE_SLIT3 | SLIT3 | 1228 | 5 | Gene | gene | SLIT3
38414132 | @DISEASE_Hypertrophy | Hypertrophy | 1245 | 25 | Disease | disease | cardiomyocyte hypertrophy
38414132 | @DISEASE_Hypertrophy | Hypertrophy | 1296 | 11 | Disease | disease | hypertrophy
38414132 | @GENE_ROBO1 | Robo1 | 1347 | 5 | Gene | gene | ROBO1
38414132 | @GENE_ROBO1 | Robo1 | 1430 | 5 | Gene | gene | ROBO1
38414132 | @GENE_SLIT3 | SLIT3 | 1445 | 5 | Gene | gene | SLIT3
38414132 | @DISEASE_Cardiomyopathy_Hypertrophic | Cardiomyopathy Hypertrophic | 1453 | 12 | Disease | disease | hypertrophic
38414132 | @GENE_TCF21 | Tcf21 | 1493 | 5 | Gene | gene | Tcf21
38414132 | @GENE_TBX18 | Tbx18 | 1515 | 5 | Gene | gene | Tbx18
38414132 | @GENE_SLIT3 | Slit3 | 1563 | 5 | Gene | gene | SLIT3
38414132 | @DISEASE_Hypertrophy_Left_Ventricular | Hypertrophy Left Ventricular | 1599 | 26 | Disease | disease | left ventricle hypertrophy
38414132 | @DISEASE_Fibrosis | Fibrosis | 1630 | 16 | Disease | disease | cardiac fibrosis
38414132 | @DISEASE_Myelitis_Transverse | Myelitis Transverse | 1657 | 30 | Disease | disease | transverse aortic constriction
38414132 | @GENE_MYH6 | Myh6 | 1702 | 9 | Gene | gene | alpha-MHC
38414132 | @GENE_ROBO1 | Robo1 | 1748 | 5 | Gene | gene | ROBO1
38414132 | @DISEASE_Hypertrophy | Hypertrophy | 1807 | 11 | Disease | disease | hypertrophy
38414132 | @DISEASE_Fibrosis | Fibrosis | 1828 | 8 | Disease | disease | fibrosis
38414132 | @DISEASE_Myelitis_Transverse | Myelitis Transverse | 1848 | 30 | Disease | disease | transverse aortic constriction
38414132 | @GENE_SLIT3 | Slit3 | 1938 | 5 | Gene | gene | SLIT3
38414132 | @GENE_ROBO1 | Robo1 | 1944 | 5 | Gene | gene | ROBO1
38414132 | @DISEASE_Hypertrophy | Hypertrophy | 1989 | 25 | Disease | disease | cardiomyocyte hypertrophy
